run_id,stream_id,simulation_tag,sweep_tag,profile,scope,config_id,config_key,bootstrap_group_key,design,n_bootstraps,possessions_per_bootstrap,samples_per_possession,bootstrap_seed,null_seed,lambda_qut,map_estimator,map_status,similarity_method,profile_support_sectors,off_profile_sectors,recovered_background_level,light_leakage_exponent,moderate_leakage_exponent,whole_grid_cosine,support_cosine,outside_energy_fraction,lightly_penalized_whole_grid_cosine,moderately_penalized_whole_grid_cosine,recovered_support_energy,recovered_outside_energy,recovered_dynamic_range,error
low_y_side__full_game__b100_p02500_s250,low_y_side__full_game__p02500_s250,games8_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b,games8_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b_plandc0cd9facf,low_y_side,full_game,4,b100_p02500_s250,p02500_s250,selected_ranked_validation,100,2500,250,2735250012,1214168332,28.76899816306081,nested_prefix_median_v1,ok,whole_grid_cosine_dual_leakage_penalty_v2,35,165,-0.05190335772931576,0.5,1.0,0.9909905789046431,0.9948822063331074,0.007807991877782871,0.9871141741467078,0.9832529325135964,1.9306681144072912,0.015193269883836458,0.25333781726658344,
low_y_side__quarter_1__b500_p01000_s100,low_y_side__quarter_1__p01000_s100,games8_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b,games8_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b_plandc0cd9facf,low_y_side,quarter_1,0,b500_p01000_s100,p01000_s100,selected_ranked_validation,500,1000,100,2647238433,515135723,16.204976428669806,nested_prefix_median_v1,ok,whole_grid_cosine_dual_leakage_penalty_v2,35,165,-0.06329385191202164,0.5,1.0,0.968731946382122,0.9815153827718578,0.0258787375163359,0.956115003812859,0.9436623866180099,2.454237639179027,0.06519986177602917,0.2869351729750633,
low_y_side__quarter_1__b100_p01000_s200,low_y_side__quarter_1__p01000_s200,games8_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b,games8_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b_plandc0cd9facf,low_y_side,quarter_1,3,b100_p01000_s200,p01000_s200,selected_ranked_validation,100,1000,200,1046329125,379861070,19.15699411612182,nested_prefix_median_v1,ok,whole_grid_cosine_dual_leakage_penalty_v2,35,165,-0.05692463181912899,0.5,1.0,0.9759875146762415,0.9888550917854423,0.02585587491983833,0.9632873782183926,0.9507525035734486,1.9649218989086819,0.05215324256177535,0.25372814387083054,
low_y_side__quarter_1__b050_p01000_s250,low_y_side__quarter_1__p01000_s250,games8_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b,games8_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b_plandc0cd9facf,low_y_side,quarter_1,2,b050_p01000_s250,p01000_s250,selected_ranked_validation,50,1000,250,3078264424,680500413,20.24380071418824,nested_prefix_median_v1,ok,whole_grid_cosine_dual_leakage_penalty_v2,35,165,-0.052845850586891174,0.5,1.0,0.980583645463197,0.9894888148190066,0.017918539342361983,0.9717586205618451,0.963013018833488,1.8027703434427185,0.03289239499805901,0.2427095714956522,
low_y_side__quarter_1__b100_p01000_s250,low_y_side__quarter_1__p01000_s250,games8_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b,games8_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b_plandc0cd9facf,low_y_side,quarter_1,5,b100_p01000_s250,p01000_s250,selected_ranked_validation,100,1000,250,3078264424,680500413,20.24380071418824,nested_prefix_median_v1,ok,whole_grid_cosine_dual_leakage_penalty_v2,35,165,-0.054840270429849625,0.5,1.0,0.9796579437472482,0.9908821652133094,0.022526695206286234,0.9685608646922043,0.9575894878420369,1.8106098285111079,0.041727027781064185,0.24210359528660774,
low_y_side__quarter_1__b050_p02500_s250,low_y_side__quarter_1__p02500_s250,games8_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b,games8_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b_plandc0cd9facf,low_y_side,quarter_1,1,b050_p02500_s250,p02500_s250,selected_ranked_validation,50,2500,250,3759287628,1392931117,26.02162025339363,nested_prefix_median_v1,ok,whole_grid_cosine_dual_leakage_penalty_v2,35,165,-0.07323959842324257,0.5,1.0,0.9347863133121891,0.967793844481687,0.06704868956259552,0.9029045354424435,0.872110115983557,2.6971524095865678,0.193837055149846,0.3065972924232483,
low_y_side__quarter_1__b100_p02500_s250,low_y_side__quarter_1__p02500_s250,games8_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b,games8_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b_plandc0cd9facf,low_y_side,quarter_1,4,b100_p02500_s250,p02500_s250,selected_ranked_validation,100,2500,250,3759287628,1392931117,26.02162025339363,nested_prefix_median_v1,ok,whole_grid_cosine_dual_leakage_penalty_v2,35,165,-0.07526861503720284,0.5,1.0,0.9315488717566602,0.967036037486627,0.07204701991799861,0.8973639728324055,0.864433551638619,2.7396881938810584,0.21271160728015726,0.3092218153178692,
low_y_side__quarter_2__b500_p01000_s100,low_y_side__quarter_2__p01000_s100,games8_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b,games8_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b_plandc0cd9facf,low_y_side,quarter_2,0,b500_p01000_s100,p01000_s100,selected_ranked_validation,500,1000,100,2774607307,1958409619,15.055132816353051,nested_prefix_median_v1,ok,whole_grid_cosine_dual_leakage_penalty_v2,35,165,-0.04112178087234497,0.5,1.0,0.9568532217073499,0.9926684725364531,0.07085779146635562,0.9223301769142395,0.8890527156596999,1.1044307845435757,0.08422556364511397,0.19458182752132414,
low_y_side__quarter_2__b100_p01000_s200,low_y_side__quarter_2__p01000_s200,games8_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b,games8_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b_plandc0cd9facf,low_y_side,quarter_2,3,b100_p01000_s200,p01000_s200,selected_ranked_validation,100,1000,200,2801856142,701279102,17.746315013038934,nested_prefix_median_v1,ok,whole_grid_cosine_dual_leakage_penalty_v2,35,165,-0.03874244727194309,0.5,1.0,0.9491063911507341,0.9935326739473915,0.08743147120548155,0.9066666505734552,0.8661246230419002,0.8857227780021333,0.08485943040708309,0.17075522616505623,
low_y_side__quarter_2__b050_p01000_s250,low_y_side__quarter_2__p01000_s250,games8_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b,games8_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b_plandc0cd9facf,low_y_side,quarter_2,2,b050_p01000_s250,p01000_s250,selected_ranked_validation,50,1000,250,755582009,1026192366,17.53647325736187,nested_prefix_median_v1,ok,whole_grid_cosine_dual_leakage_penalty_v2,35,165,-0.040130721405148506,0.5,1.0,0.9565240248738701,0.9959820382775547,0.07766486550126761,0.9186292272330501,0.8822357151333098,0.9117267769863762,0.07677159294927459,0.1729467622935772,
low_y_side__quarter_2__b100_p01000_s250,low_y_side__quarter_2__p01000_s250,games8_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b,games8_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b_plandc0cd9facf,low_y_side,quarter_2,5,b100_p01000_s250,p01000_s250,selected_ranked_validation,100,1000,250,755582009,1026192366,17.53647325736187,nested_prefix_median_v1,ok,whole_grid_cosine_dual_leakage_penalty_v2,35,165,-0.03781938925385475,0.5,1.0,0.9533365110532798,0.996288651038099,0.0843656314156421,0.9122361299210313,0.8729076743466845,0.8571089094288948,0.07897315436918213,0.16961722448468208,
low_y_side__quarter_2__b050_p02500_s250,low_y_side__quarter_2__p02500_s250,games8_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b,games8_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b_plandc0cd9facf,low_y_side,quarter_2,1,b050_p02500_s250,p02500_s250,selected_ranked_validation,50,2500,250,1961067986,3083661330,27.02011798818087,nested_prefix_median_v1,ok,whole_grid_cosine_dual_leakage_penalty_v2,35,165,-0.016092076431959867,0.5,1.0,0.8639235194375585,0.959657947173666,0.18956597415934187,0.7777394535579358,0.7001530158762106,0.8165754186760814,0.1910024872849286,0.22759162299335003,
low_y_side__quarter_2__b100_p02500_s250,low_y_side__quarter_2__p02500_s250,games8_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b,games8_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b_plandc0cd9facf,low_y_side,quarter_2,4,b100_p02500_s250,p02500_s250,selected_ranked_validation,100,2500,250,1961067986,3083661330,27.02011798818087,nested_prefix_median_v1,ok,whole_grid_cosine_dual_leakage_penalty_v2,35,165,-0.014144369401037693,0.5,1.0,0.855267995786006,0.9560176375725438,0.19966348345232543,0.7651358258129473,0.6845022084620832,0.8009626271664008,0.19981968203201864,0.2234538346529007,
low_y_side__quarter_3__b500_p01000_s100,low_y_side__quarter_3__p01000_s100,games8_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b,games8_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b_plandc0cd9facf,low_y_side,quarter_3,0,b500_p01000_s100,p01000_s100,selected_ranked_validation,500,1000,100,3547676325,2906569472,13.03093487807471,nested_prefix_median_v1,ok,whole_grid_cosine_dual_leakage_penalty_v2,35,165,-0.06214800290763378,0.5,1.0,0.9851514533208741,0.9974013940566954,0.024412868884290582,0.9730519645985805,0.9611010800597832,2.6448715343855205,0.06618465939675046,0.28959523886442184,
low_y_side__quarter_3__b100_p01000_s200,low_y_side__quarter_3__p01000_s200,games8_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b,games8_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b_plandc0cd9facf,low_y_side,quarter_3,3,b100_p01000_s200,p01000_s200,selected_ranked_validation,100,1000,200,4069831766,3893371882,15.010142754181974,nested_prefix_median_v1,ok,whole_grid_cosine_dual_leakage_penalty_v2,35,165,-0.05396105535328388,0.5,1.0,0.9902811519481517,0.998830536163643,0.017045525007088867,0.9818049452816217,0.9734012898085707,2.123821124210172,0.036829422932907606,0.25571550242602825,
low_y_side__quarter_3__b050_p01000_s250,low_y_side__quarter_3__p01000_s250,games8_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b,games8_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b_plandc0cd9facf,low_y_side,quarter_3,2,b050_p01000_s250,p01000_s250,selected_ranked_validation,50,1000,250,508326812,2662183159,17.890426284010868,nested_prefix_median_v1,ok,whole_grid_cosine_dual_leakage_penalty_v2,35,165,-0.05177133157849312,0.5,1.0,0.9954389149704868,0.9999697213578178,0.009041357706592342,0.9909286374112604,0.9864387956651764,1.9467770750075823,0.017762101422720694,0.23871415108442307,
low_y_side__quarter_3__b100_p01000_s250,low_y_side__quarter_3__p01000_s250,games8_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b,games8_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b_plandc0cd9facf,low_y_side,quarter_3,5,b100_p01000_s250,p01000_s250,selected_ranked_validation,100,1000,250,508326812,2662183159,17.890426284010868,nested_prefix_median_v1,ok,whole_grid_cosine_dual_leakage_penalty_v2,35,165,-0.05241301655769348,0.5,1.0,0.9941207164909108,0.9999383383979402,0.011602112407195674,0.988336941395583,0.9825868161918614,1.9405860034224265,0.02277918359616445,0.23766855895519257,
low_y_side__quarter_3__b050_p02500_s250,low_y_side__quarter_3__p02500_s250,games8_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b,games8_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b_plandc0cd9facf,low_y_side,quarter_3,1,b050_p02500_s250,p02500_s250,selected_ranked_validation,50,2500,250,3975477869,2014069685,25.110531823638343,nested_prefix_median_v1,ok,whole_grid_cosine_dual_leakage_penalty_v2,35,165,-0.06270406767725945,0.5,1.0,0.9709994681650801,0.9904079506765952,0.038808884347293175,0.9519713230621475,0.9333160621037784,2.5118470757927027,0.10141789814227466,0.2917202115058899,
low_y_side__quarter_3__b100_p02500_s250,low_y_side__quarter_3__p02500_s250,games8_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b,games8_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b_plandc0cd9facf,low_y_side,quarter_3,4,b100_p02500_s250,p02500_s250,selected_ranked_validation,100,2500,250,3975477869,2014069685,25.110531823638343,nested_prefix_median_v1,ok,whole_grid_cosine_dual_leakage_penalty_v2,35,165,-0.0636330284178257,0.5,1.0,0.9700231155734704,0.9900983111253011,0.04014080900714305,0.9503549639201253,0.9310856029587219,2.5257015536684473,0.10562351710148293,0.2917202079668641,
low_y_side__quarter_4__b500_p01000_s100,low_y_side__quarter_4__p01000_s100,games8_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b,games8_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b_plandc0cd9facf,low_y_side,quarter_4,0,b500_p01000_s100,p01000_s100,selected_ranked_validation,500,1000,100,4207142198,3373251164,15.95795114511503,nested_prefix_median_v1,ok,whole_grid_cosine_dual_leakage_penalty_v2,35,165,-0.07847779616713524,0.5,1.0,0.919689130612971,0.9522975160584718,0.06731110797627983,0.8881973151295167,0.8577838362376704,3.1116675874382542,0.22456554887223829,0.3550608679652214,
low_y_side__quarter_4__b100_p01000_s200,low_y_side__quarter_4__p01000_s200,games8_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b,games8_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b_plandc0cd9facf,low_y_side,quarter_4,3,b100_p01000_s200,p01000_s200,selected_ranked_validation,100,1000,200,2157421387,402461895,16.671694435938473,nested_prefix_median_v1,ok,whole_grid_cosine_dual_leakage_penalty_v2,35,165,-0.07845571264624596,0.5,1.0,0.9148696502484497,0.9549359879880092,0.08215378770992235,0.8764843795542772,0.8397096432196877,2.8372844823727954,0.25395721409137795,0.34045637771487236,
low_y_side__quarter_4__b050_p01000_s250,low_y_side__quarter_4__p01000_s250,games8_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b,games8_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b_plandc0cd9facf,low_y_side,quarter_4,2,b050_p01000_s250,p01000_s250,selected_ranked_validation,50,1000,250,2162539403,3051675550,17.801339488952518,nested_prefix_median_v1,ok,whole_grid_cosine_dual_leakage_penalty_v2,35,165,-0.07786517217755318,0.5,1.0,0.9144534381597698,0.955719664622935,0.0844919862596364,0.8749690118515496,0.8371894508276972,2.67644132913524,0.24700804429020537,0.33041488006711006,
low_y_side__quarter_4__b100_p01000_s250,low_y_side__quarter_4__p01000_s250,games8_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b,games8_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b_plandc0cd9facf,low_y_side,quarter_4,5,b100_p01000_s250,p01000_s250,selected_ranked_validation,100,1000,250,2162539403,3051675550,17.801339488952518,nested_prefix_median_v1,ok,whole_grid_cosine_dual_leakage_penalty_v2,35,165,-0.07569260150194168,0.5,1.0,0.9168833499483289,0.9559626835529667,0.0800879810215331,0.8794015622952827,0.8434520136187074,2.67422531088514,0.23281933655275555,0.3293864503502846,
low_y_side__quarter_4__b050_p02500_s250,low_y_side__quarter_4__p02500_s250,games8_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b,games8_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b_plandc0cd9facf,low_y_side,quarter_4,1,b050_p02500_s250,p02500_s250,selected_ranked_validation,50,2500,250,3709580814,2634131056,26.181785055583173,nested_prefix_median_v1,ok,whole_grid_cosine_dual_leakage_penalty_v2,35,165,-0.09451479464769363,0.5,1.0,0.8798982747770867,0.9297880952361873,0.10443529404933968,0.8326854021066207,0.7880058397172349,4.006881372887328,0.467258068141605,0.4386959828436374,
low_y_side__quarter_4__b100_p02500_s250,low_y_side__quarter_4__p02500_s250,games8_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b,games8_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b_plandc0cd9facf,low_y_side,quarter_4,4,b100_p02500_s250,p02500_s250,selected_ranked_validation,100,2500,250,3709580814,2634131056,26.181785055583173,nested_prefix_median_v1,ok,whole_grid_cosine_dual_leakage_penalty_v2,35,165,-0.09264618158340454,0.5,1.0,0.881249294726739,0.9303766856727234,0.10281929051683879,0.834716014938446,0.7906398674744711,3.9418013428905696,0.4517408958422746,0.4354118824005127,
perimeter__full_game__b500_p01000_s100,perimeter__full_game__p01000_s100,games8_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b,games8_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b_plandc0cd9facf,perimeter,full_game,0,b500_p01000_s100,p01000_s100,selected_ranked_validation,500,1000,100,1920414983,280781331,15.398342959435489,nested_prefix_median_v1,ok,whole_grid_cosine_dual_leakage_penalty_v2,54,146,-0.050424790009856224,0.5,1.0,0.7878064598225094,0.9541345561033545,0.3182583536757878,0.6504732630927224,0.5370804729042469,0.5963422667452642,0.2783912484515835,0.12810114119201899,
perimeter__full_game__b100_p01000_s200,perimeter__full_game__p01000_s200,games8_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b,games8_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b_plandc0cd9facf,perimeter,full_game,3,b100_p01000_s200,p01000_s200,selected_ranked_validation,100,1000,200,2842462570,1339056384,17.438255940333093,nested_prefix_median_v1,ok,whole_grid_cosine_dual_leakage_penalty_v2,54,146,-0.047354163601994514,0.5,1.0,0.7933315779246877,0.9626914377432181,0.32089760143505525,0.6537660644493547,0.5387533774259677,0.5340666414455847,0.2523635678632846,0.12121041305363178,
perimeter__full_game__b050_p01000_s250,perimeter__full_game__p01000_s250,games8_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b,games8_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b_plandc0cd9facf,perimeter,full_game,2,b050_p01000_s250,p01000_s250,selected_ranked_validation,50,1000,250,2271573849,2082721286,16.627137589274117,nested_prefix_median_v1,ok,whole_grid_cosine_dual_leakage_penalty_v2,54,146,-0.0476093553006649,0.5,1.0,0.809533622364223,0.9717245582599529,0.30596172040669467,0.6744140406533025,0.5618473225386018,0.5975786134298751,0.2634381791597873,0.1300499314442277,
perimeter__full_game__b100_p01000_s250,perimeter__full_game__p01000_s250,games8_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b,games8_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b_plandc0cd9facf,perimeter,full_game,5,b100_p01000_s250,p01000_s250,selected_ranked_validation,100,1000,250,2271573849,2082721286,16.627137589274117,nested_prefix_median_v1,ok,whole_grid_cosine_dual_leakage_penalty_v2,54,146,-0.04815618693828583,0.5,1.0,0.8107363181505297,0.9741244433835891,0.30732362660626694,0.6747529866771333,0.5615778926350967,0.5983318101809257,0.2654652430510607,0.1284935064613819,
perimeter__full_game__b050_p02500_s250,perimeter__full_game__p02500_s250,games8_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b,games8_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b_plandc0cd9facf,perimeter,full_game,1,b050_p02500_s250,p02500_s250,selected_ranked_validation,50,2500,250,2735250012,3564574245,28.581723187227382,nested_prefix_median_v1,ok,whole_grid_cosine_dual_leakage_penalty_v2,54,146,-0.05639834888279438,0.5,1.0,0.8807892789366433,0.9906118161622369,0.20943600458745396,0.7831420352880966,0.6963202914726883,1.0948375041206904,0.29004406204444083,0.1909468650817871,
perimeter__full_game__b100_p02500_s250,perimeter__full_game__p02500_s250,games8_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b,games8_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b_plandc0cd9facf,perimeter,full_game,4,b100_p02500_s250,p02500_s250,selected_ranked_validation,100,2500,250,2735250012,3564574245,28.581723187227382,nested_prefix_median_v1,ok,whole_grid_cosine_dual_leakage_penalty_v2,54,146,-0.05716481804847717,0.5,1.0,0.8779861825165263,0.9912342026267125,0.21544606618502923,0.7776766930027332,0.6888275133285295,1.1195327227189131,0.3074344677648246,0.19070593640208244,
perimeter__quarter_1__b500_p01000_s100,perimeter__quarter_1__p01000_s100,games8_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b,games8_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b_plandc0cd9facf,perimeter,quarter_1,0,b500_p01000_s100,p01000_s100,selected_ranked_validation,500,1000,100,2647238433,3859393548,15.842575428117554,nested_prefix_median_v1,ok,whole_grid_cosine_dual_leakage_penalty_v2,54,146,-0.05936581268906593,0.5,1.0,0.7262906699987322,0.8409380697259033,0.25407888148643165,0.6272734655705869,0.5417555489314232,1.0066399301674631,0.3428860521152765,0.1687418581917882,
perimeter__quarter_1__b100_p01000_s200,perimeter__quarter_1__p01000_s200,games8_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b,games8_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b_plandc0cd9facf,perimeter,quarter_1,3,b100_p01000_s200,p01000_s200,selected_ranked_validation,100,1000,200,1046329125,3038450395,20.088075809816072,nested_prefix_median_v1,ok,whole_grid_cosine_dual_leakage_penalty_v2,54,146,-0.055083656683564186,0.5,1.0,0.7149824397890798,0.8266868371129134,0.2519877577816396,0.6183718746412347,0.5348156179333834,0.7853093030850391,0.26455226168837664,0.14146720618009567,
perimeter__quarter_1__b050_p01000_s250,perimeter__quarter_1__p01000_s250,games8_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b,games8_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b_plandc0cd9facf,perimeter,quarter_1,2,b050_p01000_s250,p01000_s250,selected_ranked_validation,50,1000,250,3078264424,597212090,17.78929351842621,nested_prefix_median_v1,ok,whole_grid_cosine_dual_leakage_penalty_v2,54,146,-0.05143250711262226,0.5,1.0,0.7323893129602631,0.851722309396872,0.26058552039360366,0.6297758081718462,0.5415392627117991,0.8192962290860505,0.28873756208636014,0.15293346717953682,
perimeter__quarter_1__b100_p01000_s250,perimeter__quarter_1__p01000_s250,games8_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b,games8_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b_plandc0cd9facf,perimeter,quarter_1,5,b100_p01000_s250,p01000_s250,selected_ranked_validation,100,1000,250,3078264424,597212090,17.78929351842621,nested_prefix_median_v1,ok,whole_grid_cosine_dual_leakage_penalty_v2,54,146,-0.056569529697299004,0.5,1.0,0.7292786328036915,0.8435464932405612,0.2525727457091307,0.630489639309484,0.5450827261294623,0.9202879662448314,0.3109863296302445,0.15477460622787476,
perimeter__quarter_1__b050_p02500_s250,perimeter__quarter_1__p02500_s250,games8_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b,games8_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b_plandc0cd9facf,perimeter,quarter_1,1,b050_p02500_s250,p02500_s250,selected_ranked_validation,50,2500,250,3759287628,792432185,28.352442142215303,nested_prefix_median_v1,ok,whole_grid_cosine_dual_leakage_penalty_v2,54,146,-0.05348323844373226,0.5,1.0,0.7426650766465734,0.8619614488813985,0.25764725465690486,0.6398794479570181,0.551319458519024,1.232329606240998,0.42770278937094114,0.1862349547445774,
