run_id,stream_id,simulation_tag,sweep_tag,profile,scope,config_id,config_key,bootstrap_group_key,design,n_bootstraps,possessions_per_bootstrap,samples_per_possession,bootstrap_seed,null_seed,lambda_qut,map_estimator,map_status,similarity_method,profile_support_sectors,off_profile_sectors,recovered_background_level,light_leakage_exponent,moderate_leakage_exponent,whole_grid_cosine,support_cosine,outside_energy_fraction,lightly_penalized_whole_grid_cosine,moderately_penalized_whole_grid_cosine,recovered_support_energy,recovered_outside_energy,recovered_dynamic_range,error
high_y_side__full_game__b050_p00100_s200,high_y_side__full_game__p00100_s200,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b_plandc0cd9facf,high_y_side,full_game,18,b050_p00100_s200,p00100_s200,full_factorial_nested_prefix,50,100,200,1010574105,120454109,4.810103601899965,nested_prefix_median_v1,ok,whole_grid_cosine_dual_leakage_penalty_v2,35,165,-0.01863507181406021,0.5,1.0,0.9833368925780974,0.992353156604732,0.018088931840095038,0.9744025479936058,0.9655493785524013,0.4359693933154777,0.00803150193105572,0.11893269652500749,
high_y_side__full_game__b100_p00100_s200,high_y_side__full_game__p00100_s200,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b_plandc0cd9facf,high_y_side,full_game,33,b100_p00100_s200,p00100_s200,full_factorial_nested_prefix,100,100,200,1010574105,120454109,4.810103601899965,nested_prefix_median_v1,ok,whole_grid_cosine_dual_leakage_penalty_v2,35,165,-0.018662380054593086,0.5,1.0,0.9814095955995107,0.991288171011356,0.019831475367282053,0.9716294640660664,0.9619467953791648,0.43667413336312133,0.008835105496337942,0.12108938675373793,
high_y_side__full_game__b010_p00100_s250,high_y_side__full_game__p00100_s250,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b_plandc0cd9facf,high_y_side,full_game,4,b010_p00100_s250,p00100_s250,full_factorial_nested_prefix,10,100,250,3449694541,2466912138,5.428008556741339,nested_prefix_median_v1,ok,whole_grid_cosine_dual_leakage_penalty_v2,35,165,-0.012617556843906641,0.5,1.0,0.9641723395365179,0.9904641517538072,0.05238524760875642,0.9385784419165871,0.9136639327923834,0.22746287636747514,0.012574412829941336,0.08554689399898052,
high_y_side__full_game__b050_p00100_s250,high_y_side__full_game__p00100_s250,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b_plandc0cd9facf,high_y_side,full_game,19,b050_p00100_s250,p00100_s250,full_factorial_nested_prefix,50,100,250,3449694541,2466912138,5.428008556741339,nested_prefix_median_v1,ok,whole_grid_cosine_dual_leakage_penalty_v2,35,165,-0.01300597982481122,0.5,1.0,0.9773972111197066,0.9944221330021994,0.03394772589791159,0.9606637630042243,0.9442167985032315,0.25411739207808254,0.008929855871595662,0.08963067459408194,
high_y_side__full_game__b100_p00100_s250,high_y_side__full_game__p00100_s250,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b_plandc0cd9facf,high_y_side,full_game,34,b100_p00100_s250,p00100_s250,full_factorial_nested_prefix,100,100,250,3449694541,2466912138,5.428008556741339,nested_prefix_median_v1,ok,whole_grid_cosine_dual_leakage_penalty_v2,35,165,-0.01313756499439478,0.5,1.0,0.9826393331021442,0.9907618175394634,0.01632923137018092,0.9745834385881208,0.9665935880784791,0.29358994969834484,0.004873681692566585,0.0974475643830374,
high_y_side__full_game__b010_p01000_s050,high_y_side__full_game__p01000_s050,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b_plandc0cd9facf,high_y_side,full_game,5,b010_p01000_s050,p01000_s050,full_factorial_nested_prefix,10,1000,50,4287460892,3069445354,12.521976748513769,nested_prefix_median_v1,ok,whole_grid_cosine_dual_leakage_penalty_v2,35,165,-0.045939769595861435,0.5,1.0,0.9889752959382264,0.9903956815150666,0.002866262592725352,0.9875569474211435,0.9861406330423492,2.2478122814110244,0.006461340155262956,0.27307762764394283,
high_y_side__full_game__b050_p01000_s050,high_y_side__full_game__p01000_s050,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b_plandc0cd9facf,high_y_side,full_game,20,b050_p01000_s050,p01000_s050,full_factorial_nested_prefix,50,1000,50,4287460892,3069445354,12.521976748513769,nested_prefix_median_v1,ok,whole_grid_cosine_dual_leakage_penalty_v2,35,165,-0.0415443554520607,0.5,1.0,0.9813096801925663,0.984211314857251,0.00588767340213462,0.9784166000766862,0.9755320492892393,2.121011371687074,0.012561781907929788,0.2735399007797241,
high_y_side__full_game__b100_p01000_s050,high_y_side__full_game__p01000_s050,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b_plandc0cd9facf,high_y_side,full_game,35,b100_p01000_s050,p01000_s050,full_factorial_nested_prefix,100,1000,50,4287460892,3069445354,12.521976748513769,nested_prefix_median_v1,ok,whole_grid_cosine_dual_leakage_penalty_v2,35,165,-0.04094547592103481,0.5,1.0,0.9798883565215832,0.98383787738861,0.008012688828377622,0.9759546906195234,0.9720368160342254,1.9826166404560928,0.016014408679457068,0.2655046060681343,
high_y_side__full_game__b010_p01000_s100,high_y_side__full_game__p01000_s100,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b_plandc0cd9facf,high_y_side,full_game,6,b010_p01000_s100,p01000_s100,full_factorial_nested_prefix,10,1000,100,720283694,2279431524,15.646194613865434,nested_prefix_median_v1,ok,whole_grid_cosine_dual_leakage_penalty_v2,35,165,-0.03980714827775955,0.5,1.0,0.9920781584685777,0.9956366910508971,0.0071354808224310205,0.9885323445357949,0.9849992037944726,1.506078467122269,0.010823827230858354,0.21762360073626041,
high_y_side__full_game__b050_p01000_s100,high_y_side__full_game__p01000_s100,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b_plandc0cd9facf,high_y_side,full_game,21,b050_p01000_s100,p01000_s100,full_factorial_nested_prefix,50,1000,100,720283694,2279431524,15.646194613865434,nested_prefix_median_v1,ok,whole_grid_cosine_dual_leakage_penalty_v2,35,165,-0.039623863995075226,0.5,1.0,0.989392306067294,0.9926296680546092,0.006512162442472164,0.9861655024110203,0.9829492226508516,1.6079903520897794,0.010540133439862369,0.22826356813311577,
high_y_side__full_game__b100_p01000_s100,high_y_side__full_game__p01000_s100,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b_plandc0cd9facf,high_y_side,full_game,36,b100_p01000_s100,p01000_s100,full_factorial_nested_prefix,100,1000,100,720283694,2279431524,15.646194613865434,nested_prefix_median_v1,ok,whole_grid_cosine_dual_leakage_penalty_v2,35,165,-0.03944200277328491,0.5,1.0,0.986031409174799,0.9891805315349829,0.006356998624934179,0.9828923122562035,0.9797632088625329,1.5923418376944718,0.010187275368156116,0.22901808097958565,
high_y_side__full_game__b500_p01000_s100,high_y_side__full_game__p01000_s100,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b_plandc0cd9facf,high_y_side,full_game,12,b500_p01000_s100,p01000_s100,targeted_nested_prefix,500,1000,100,720283694,2279431524,15.646194613865434,nested_prefix_median_v1,ok,whole_grid_cosine_dual_leakage_penalty_v2,35,165,-0.03928685188293457,0.5,1.0,0.985900910417512,0.989590707861968,0.0074433167329722265,0.9822248707873452,0.9785625376739487,1.5592590836031015,0.01169309463497867,0.22703209146857262,
high_y_side__full_game__b010_p01000_s150,high_y_side__full_game__p01000_s150,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b_plandc0cd9facf,high_y_side,full_game,7,b010_p01000_s150,p01000_s150,full_factorial_nested_prefix,10,1000,150,12221624,1347732266,16.18203959251413,nested_prefix_median_v1,ok,whole_grid_cosine_dual_leakage_penalty_v2,35,165,-0.037006692960858345,0.5,1.0,0.9899336072575372,0.9930815852819397,0.006329769214157563,0.9867956080362754,0.9836675559862585,1.4086633510053743,0.008973312912126026,0.2142125926911831,
high_y_side__full_game__b050_p01000_s150,high_y_side__full_game__p01000_s150,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b_plandc0cd9facf,high_y_side,full_game,22,b050_p01000_s150,p01000_s150,full_factorial_nested_prefix,50,1000,150,12221624,1347732266,16.18203959251413,nested_prefix_median_v1,ok,whole_grid_cosine_dual_leakage_penalty_v2,35,165,-0.03575340658426285,0.5,1.0,0.9878900005658043,0.9912652835140946,0.006798455556004057,0.9845262105399141,0.9811738743027368,1.3863651623623552,0.009489656951740956,0.21463898941874504,
high_y_side__full_game__b100_p01000_s150,high_y_side__full_game__p01000_s150,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b_plandc0cd9facf,high_y_side,full_game,37,b100_p01000_s150,p01000_s150,full_factorial_nested_prefix,100,1000,150,12221624,1347732266,16.18203959251413,nested_prefix_median_v1,ok,whole_grid_cosine_dual_leakage_penalty_v2,35,165,-0.03783920221030712,0.5,1.0,0.9866483546135669,0.9920871117586824,0.010934219537397772,0.9812394134784901,0.9758601248980099,1.4273670091904966,0.015779682754394796,0.21641262620687485,
high_y_side__full_game__b010_p01000_s200,high_y_side__full_game__p01000_s200,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b_plandc0cd9facf,high_y_side,full_game,8,b010_p01000_s200,p01000_s200,full_factorial_nested_prefix,10,1000,200,2165290739,311832422,17.93774565867971,nested_prefix_median_v1,ok,whole_grid_cosine_dual_leakage_penalty_v2,35,165,-0.03634815476834774,0.5,1.0,0.985233877505479,0.9883698253796349,0.006335630347580152,0.9821078795193273,0.9789917998516913,1.3318815586831245,0.008492112105747384,0.20926008746027946,
high_y_side__full_game__b050_p01000_s200,high_y_side__full_game__p01000_s200,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b_plandc0cd9facf,high_y_side,full_game,23,b050_p01000_s200,p01000_s200,full_factorial_nested_prefix,50,1000,200,2165290739,311832422,17.93774565867971,nested_prefix_median_v1,ok,whole_grid_cosine_dual_leakage_penalty_v2,35,165,-0.03655252233147621,0.5,1.0,0.9883335762897518,0.9925838113761966,0.008545646832728033,0.9841015406722922,0.9798876265938525,1.3402197867035055,0.011551762255937128,0.2092224843800068,
high_y_side__full_game__b100_p01000_s200,high_y_side__full_game__p01000_s200,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b_plandc0cd9facf,high_y_side,full_game,38,b100_p01000_s200,p01000_s200,full_factorial_nested_prefix,100,1000,200,2165290739,311832422,17.93774565867971,nested_prefix_median_v1,ok,whole_grid_cosine_dual_leakage_penalty_v2,35,165,-0.036801593378186226,0.5,1.0,0.9886749195524345,0.9926094628621605,0.007911964393048724,0.9847559721357918,0.9808525587926352,1.3448971410201467,0.010725639167248387,0.20800530910491943,
high_y_side__full_game__b010_p01000_s250,high_y_side__full_game__p01000_s250,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b_plandc0cd9facf,high_y_side,full_game,9,b010_p01000_s250,p01000_s250,full_factorial_nested_prefix,10,1000,250,3331613232,825228734,17.234761013255582,nested_prefix_median_v1,ok,whole_grid_cosine_dual_leakage_penalty_v2,35,165,-0.03598362021148205,0.5,1.0,0.9882403791655462,0.9920708209251823,0.007707205780987771,0.9844247269589986,0.9806238072022359,1.3644171738958757,0.010597521207040331,0.21065436312928795,
high_y_side__full_game__b050_p01000_s250,high_y_side__full_game__p01000_s250,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b_plandc0cd9facf,high_y_side,full_game,24,b050_p01000_s250,p01000_s250,full_factorial_nested_prefix,50,1000,250,3331613232,825228734,17.234761013255582,nested_prefix_median_v1,ok,whole_grid_cosine_dual_leakage_penalty_v2,35,165,-0.03676788881421089,0.5,1.0,0.9906095167736078,0.9930921499377304,0.004993554715605486,0.9881330899493781,0.9856628539497992,1.3393160942077091,0.006721512438048244,0.20828035846352577,
high_y_side__full_game__b100_p01000_s250,high_y_side__full_game__p01000_s250,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b_plandc0cd9facf,high_y_side,full_game,39,b100_p01000_s250,p01000_s250,full_factorial_nested_prefix,100,1000,250,3331613232,825228734,17.234761013255582,nested_prefix_median_v1,ok,whole_grid_cosine_dual_leakage_penalty_v2,35,165,-0.037146661430597305,0.5,1.0,0.9914510838025085,0.9939314872678753,0.004984867698597286,0.9889768703023751,0.986508831320122,1.3390946794336125,0.006708651553301298,0.20702798292040825,
high_y_side__full_game__b050_p02500_s150,high_y_side__full_game__p02500_s150,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b_plandc0cd9facf,high_y_side,full_game,3,b050_p02500_s150,p02500_s150,full_factorial_nested_prefix,50,2500,150,2793541587,2343844846,25.0596685962226,nested_prefix_median_v1,ok,whole_grid_cosine_dual_leakage_penalty_v2,35,165,-0.0417953971773386,0.5,1.0,0.984661223710881,0.9883471871566646,0.007444934811500551,0.9809890067771533,0.9773304850889412,1.8433403410515166,0.013826485961190928,0.24988019093871117,
high_y_side__full_game__b100_p02500_s150,high_y_side__full_game__p02500_s150,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b_plandc0cd9facf,high_y_side,full_game,9,b100_p02500_s150,p02500_s150,full_factorial_nested_prefix,100,2500,150,2793541587,2343844846,25.0596685962226,nested_prefix_median_v1,ok,whole_grid_cosine_dual_leakage_penalty_v2,35,165,-0.04166710935533047,0.5,1.0,0.9841212842349121,0.987764525595275,0.007363136566416623,0.9804914804978552,0.9768750648211731,1.8318232689871212,0.013588015307467349,0.24832819774746895,
high_y_side__full_game__b050_p02500_s200,high_y_side__full_game__p02500_s200,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b_plandc0cd9facf,high_y_side,full_game,4,b050_p02500_s200,p02500_s200,full_factorial_nested_prefix,50,2500,200,1250155092,1084383193,26.58757112229922,nested_prefix_median_v1,ok,whole_grid_cosine_dual_leakage_penalty_v2,35,165,-0.04198065027594566,0.5,1.0,0.9855295959298741,0.9895105668421137,0.0080301574952492,0.9815646411471585,0.977615638058328,1.7036160311126267,0.013791049339486584,0.23763075284659863,
high_y_side__full_game__b100_p02500_s200,high_y_side__full_game__p02500_s200,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b_plandc0cd9facf,high_y_side,full_game,10,b100_p02500_s200,p02500_s200,full_factorial_nested_prefix,100,2500,200,1250155092,1084383193,26.58757112229922,nested_prefix_median_v1,ok,whole_grid_cosine_dual_leakage_penalty_v2,35,165,-0.04179773107171059,0.5,1.0,0.9854021284271635,0.9894651259852619,0.008195651562941489,0.9813558145790047,0.9773261159331935,1.698052742196695,0.01403164710103567,0.23732750304043293,
