"run_id","simulation_tag","simulated_games","method","gam_method","basis_id","basis_k","profile","scope","config_key","n_bootstraps","possessions_per_bootstrap","samples_per_possession","map_estimator","map_status","similarity_method","profile_support_sectors","off_profile_sectors","recovered_background_level","light_leakage_exponent","moderate_leakage_exponent","whole_grid_cosine","support_cosine","outside_energy_fraction","lightly_penalized_whole_grid_cosine","moderately_penalized_whole_grid_cosine","recovered_support_energy","recovered_outside_energy","recovered_dynamic_range"
"high_y_side__quarter_2__b100_p01000_s200","games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b",10,"thin_plate_spline","GCV.Cp","tp-k20-xmajor-yfast-absorbcons-false-nointercept-v1",20,"high_y_side","quarter_2","b100_p01000_s200",100,1000,200,"nested_prefix_median_v1","ok","whole_grid_cosine_dual_leakage_penalty_v2",35,165,-0.0528167474534587,0.5,1,0.738162718444972,0.903822517705071,0.332981468637031,0.602866368372418,0.492368212364062,4.76769548214448,2.38007516884821,0.64203047751427
"high_y_side__quarter_2__b100_p01000_s250","games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b",10,"thin_plate_spline","GCV.Cp","tp-k20-xmajor-yfast-absorbcons-false-nointercept-v1",20,"high_y_side","quarter_2","b100_p01000_s250",100,1000,250,"nested_prefix_median_v1","ok","whole_grid_cosine_dual_leakage_penalty_v2",35,165,-0.0526215678621852,0.5,1,0.743271443313539,0.903147059521877,0.322704874086028,0.611697101397704,0.503414125787303,4.64854307577094,2.21485058810341,0.607492975864826
"high_y_side__quarter_3__b050_p02500_s250","games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b",10,"thin_plate_spline","GCV.Cp","tp-k20-xmajor-yfast-absorbcons-false-nointercept-v1",20,"high_y_side","quarter_3","b050_p02500_s250",50,2500,250,"nested_prefix_median_v1","ok","whole_grid_cosine_dual_leakage_penalty_v2",35,165,-0.0363518559442232,0.5,1,0.261914165189615,0.91725105252659,0.918465476632161,0.0747876273764038,0.0213550466220206,1.96875375961208,22.1775057423925,0.98807059788604
"high_y_side__quarter_3__b050_p01000_s250","games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b",10,"thin_plate_spline","GCV.Cp","tp-k20-xmajor-yfast-absorbcons-false-nointercept-v1",20,"high_y_side","quarter_3","b050_p01000_s250",50,1000,250,"nested_prefix_median_v1","ok","whole_grid_cosine_dual_leakage_penalty_v2",35,165,-0.0383243191534141,0.5,1,0.285756194870289,0.927840877879862,0.905148478063667,0.0880071193816486,0.0271044099861824,1.9608689202485,18.7121670017758,0.891896714270886
"high_y_side__quarter_3__b100_p02500_s250","games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b",10,"thin_plate_spline","GCV.Cp","tp-k20-xmajor-yfast-absorbcons-false-nointercept-v1",20,"high_y_side","quarter_3","b100_p02500_s250",100,2500,250,"nested_prefix_median_v1","ok","whole_grid_cosine_dual_leakage_penalty_v2",35,165,-0.0345484363640327,0.5,1,0.263437704654581,0.916433784013817,0.917366968533921,0.0757277017109921,0.0217686561380737,1.94358866576273,21.57713460046,0.983691136932079
"high_y_side__quarter_3__b100_p01000_s200","games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b",10,"thin_plate_spline","GCV.Cp","tp-k20-xmajor-yfast-absorbcons-false-nointercept-v1",20,"high_y_side","quarter_3","b100_p01000_s200",100,1000,200,"nested_prefix_median_v1","ok","whole_grid_cosine_dual_leakage_penalty_v2",35,165,-0.0413595862481051,0.5,1,0.285320317289448,0.9327533516016,0.906431049108114,0.0872767525502521,0.0266971227569137,2.00039198847556,19.3784090925252,0.92066287084135
"high_y_side__quarter_3__b100_p01000_s250","games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b",10,"thin_plate_spline","GCV.Cp","tp-k20-xmajor-yfast-absorbcons-false-nointercept-v1",20,"high_y_side","quarter_3","b100_p01000_s250",100,1000,250,"nested_prefix_median_v1","ok","whole_grid_cosine_dual_leakage_penalty_v2",35,165,-0.0360386089989282,0.5,1,0.279346541216072,0.928149903509261,0.909416238855896,0.084075309165406,0.0253042603659483,1.90456382987589,19.120880530356,0.929937649352919
"high_y_side__quarter_4__b050_p02500_s250","games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b",10,"thin_plate_spline","GCV.Cp","tp-k20-xmajor-yfast-absorbcons-false-nointercept-v1",20,"high_y_side","quarter_4","b050_p02500_s250",50,2500,250,"nested_prefix_median_v1","ok","whole_grid_cosine_dual_leakage_penalty_v2",35,165,-0.072220395024062,0.5,1,0.649801637653427,0.953284416760167,0.53535997757798,0.442934092778006,0.301923847489153,4.21742327437459,4.85933092426398,0.651969555901346
"high_y_side__quarter_4__b050_p01000_s250","games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b",10,"thin_plate_spline","GCV.Cp","tp-k20-xmajor-yfast-absorbcons-false-nointercept-v1",20,"high_y_side","quarter_4","b050_p01000_s250",50,1000,250,"nested_prefix_median_v1","ok","whole_grid_cosine_dual_leakage_penalty_v2",35,165,-0.0770640238865384,0.5,1,0.681562917050567,0.953500427505651,0.489059743348708,0.487181753146854,0.34823793176182,4.41182334428231,4.22289135445262,0.640439662974977
"high_y_side__quarter_4__b100_p02500_s250","games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b",10,"thin_plate_spline","GCV.Cp","tp-k20-xmajor-yfast-absorbcons-false-nointercept-v1",20,"high_y_side","quarter_4","b100_p02500_s250",100,2500,250,"nested_prefix_median_v1","ok","whole_grid_cosine_dual_leakage_penalty_v2",35,165,-0.0712188264299239,0.5,1,0.64391305074344,0.954267378494868,0.544682545468985,0.434494593718268,0.293184851203803,4.1664512967719,4.98420009010151,0.648544619773381
"high_y_side__quarter_4__b100_p01000_s200","games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b",10,"thin_plate_spline","GCV.Cp","tp-k20-xmajor-yfast-absorbcons-false-nointercept-v1",20,"high_y_side","quarter_4","b100_p01000_s200",100,1000,200,"nested_prefix_median_v1","ok","whole_grid_cosine_dual_leakage_penalty_v2",35,165,-0.0839543333446377,0.5,1,0.676025492376411,0.9573097617412,0.501320894989802,0.477390375202627,0.337119787502347,4.53943706505914,4.56348507355003,0.62930860927133
"high_y_side__quarter_4__b100_p01000_s250","games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b",10,"thin_plate_spline","GCV.Cp","tp-k20-xmajor-yfast-absorbcons-false-nointercept-v1",20,"high_y_side","quarter_4","b100_p01000_s250",100,1000,250,"nested_prefix_median_v1","ok","whole_grid_cosine_dual_leakage_penalty_v2",35,165,-0.0771890292359653,0.5,1,0.689073343150145,0.954621677002232,0.478963299050655,0.497392929239974,0.359032501427087,4.39298041239866,4.03824987213698,0.63075907414493
"low_y_side__full_game__b050_p02500_s250","games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b",10,"thin_plate_spline","GCV.Cp","tp-k20-xmajor-yfast-absorbcons-false-nointercept-v1",20,"low_y_side","full_game","b050_p02500_s250",50,2500,250,"nested_prefix_median_v1","ok","whole_grid_cosine_dual_leakage_penalty_v2",35,165,-0.0513099113085222,0.5,1,0.776742845975449,0.937138347087272,0.313015235984432,0.643799766223689,0.533610500743225,3.13722092623756,1.42943191756039,0.482725759760239
"low_y_side__full_game__b050_p01000_s250","games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b",10,"thin_plate_spline","GCV.Cp","tp-k20-xmajor-yfast-absorbcons-false-nointercept-v1",20,"low_y_side","full_game","b050_p01000_s250",50,1000,250,"nested_prefix_median_v1","ok","whole_grid_cosine_dual_leakage_penalty_v2",35,165,-0.0510929240406199,0.5,1,0.795961589589973,0.936780876521158,0.278048225122637,0.676310616475622,0.574645882338689,3.0647822259023,1.18035205113845,0.450768179969345
"low_y_side__full_game__b100_p02500_s250","games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b",10,"thin_plate_spline","GCV.Cp","tp-k20-xmajor-yfast-absorbcons-false-nointercept-v1",20,"low_y_side","full_game","b100_p02500_s250",100,2500,250,"nested_prefix_median_v1","ok","whole_grid_cosine_dual_leakage_penalty_v2",35,165,-0.0532924725781553,0.5,1,0.782845986749977,0.936766378353975,0.301622773392313,0.654216305294177,0.546721809087407,3.19634955726791,1.38047430738462,0.478225071641823
"low_y_side__full_game__b100_p01000_s200","games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b",10,"thin_plate_spline","GCV.Cp","tp-k20-xmajor-yfast-absorbcons-false-nointercept-v1",20,"low_y_side","full_game","b100_p01000_s200",100,1000,200,"nested_prefix_median_v1","ok","whole_grid_cosine_dual_leakage_penalty_v2",35,165,-0.0532291267230692,0.5,1,0.800194934704346,0.938903862766797,0.273644307862087,0.681978165090937,0.581226145642427,3.19289545610385,1.20287852992505,0.456571082603079
"low_y_side__full_game__b100_p01000_s250","games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b",10,"thin_plate_spline","GCV.Cp","tp-k20-xmajor-yfast-absorbcons-false-nointercept-v1",20,"low_y_side","full_game","b100_p01000_s250",100,1000,250,"nested_prefix_median_v1","ok","whole_grid_cosine_dual_leakage_penalty_v2",35,165,-0.0543076480606087,0.5,1,0.799038811769877,0.938917870422178,0.27576328155042,0.679998797368226,0.578693246950067,3.11732031232252,1.18696340170398,0.451697729989986
"low_y_side__quarter_1__b050_p02500_s250","games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b",10,"thin_plate_spline","GCV.Cp","tp-k20-xmajor-yfast-absorbcons-false-nointercept-v1",20,"low_y_side","quarter_1","b050_p02500_s250",50,2500,250,"nested_prefix_median_v1","ok","whole_grid_cosine_dual_leakage_penalty_v2",35,165,-0.0411081148202675,0.5,1,0.495398894617516,0.819802752323052,0.63483316923303,0.299364772919848,0.180903244312939,3.1477226543884,5.47223509965281,0.710854779980469
"low_y_side__quarter_1__b050_p01000_s250","games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b",10,"thin_plate_spline","GCV.Cp","tp-k20-xmajor-yfast-absorbcons-false-nointercept-v1",20,"low_y_side","quarter_1","b050_p01000_s250",50,1000,250,"nested_prefix_median_v1","ok","whole_grid_cosine_dual_leakage_penalty_v2",35,165,-0.0501631290811505,0.5,1,0.534549761541746,0.842966892638299,0.597880397999018,0.338973511367717,0.214952937360886,3.33755317567016,4.9623485427793,0.673048670418742
"low_y_side__quarter_1__b100_p02500_s250","games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b",10,"thin_plate_spline","GCV.Cp","tp-k20-xmajor-yfast-absorbcons-false-nointercept-v1",20,"low_y_side","quarter_1","b100_p02500_s250",100,2500,250,"nested_prefix_median_v1","ok","whole_grid_cosine_dual_leakage_penalty_v2",35,165,-0.0440239226866173,0.5,1,0.498944380184864,0.823079814213451,0.632531286464014,0.302456080466455,0.183346449512542,3.16690079340185,5.45125002256338,0.704976237946703
"low_y_side__quarter_1__b100_p01000_s200","games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b",10,"thin_plate_spline","GCV.Cp","tp-k20-xmajor-yfast-absorbcons-false-nointercept-v1",20,"low_y_side","quarter_1","b100_p01000_s200",100,1000,200,"nested_prefix_median_v1","ok","whole_grid_cosine_dual_leakage_penalty_v2",35,165,-0.044431199068992,0.5,1,0.532010569572912,0.835411387772246,0.594454357607492,0.338797447916112,0.215754568197051,3.46151990167399,5.07394328627404,0.710404494604991
"low_y_side__quarter_1__b100_p01000_s250","games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b",10,"thin_plate_spline","GCV.Cp","tp-k20-xmajor-yfast-absorbcons-false-nointercept-v1",20,"low_y_side","quarter_1","b100_p01000_s250",100,1000,250,"nested_prefix_median_v1","ok","whole_grid_cosine_dual_leakage_penalty_v2",35,165,-0.0397122453169538,0.5,1,0.51163628038959,0.828100926231929,0.6182701469895,0.316110844848373,0.195306842107957,3.10161287972929,5.02353859917268,0.680138050650056
"low_y_side__quarter_2__b050_p02500_s250","games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b",10,"thin_plate_spline","GCV.Cp","tp-k20-xmajor-yfast-absorbcons-false-nointercept-v1",20,"low_y_side","quarter_2","b050_p02500_s250",50,2500,250,"nested_prefix_median_v1","ok","whole_grid_cosine_dual_leakage_penalty_v2",35,165,-0.0673066820943708,0.5,1,0.567722771096725,0.96129912172166,0.651216816948149,0.33528496753903,0.198012155194133,4.44696635324391,8.30297851030419,0.760268537592829
"low_y_side__quarter_2__b050_p01000_s250","games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b",10,"thin_plate_spline","GCV.Cp","tp-k20-xmajor-yfast-absorbcons-false-nointercept-v1",20,"low_y_side","quarter_2","b050_p01000_s250",50,1000,250,"nested_prefix_median_v1","ok","whole_grid_cosine_dual_leakage_penalty_v2",35,165,-0.0666742484459418,0.5,1,0.602083079988024,0.961464144190127,0.6078550200576,0.377033337538774,0.236103857325562,4.54082152323665,7.03862423150341,0.729448989001545
"low_y_side__quarter_2__b100_p02500_s250","games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b",10,"thin_plate_spline","GCV.Cp","tp-k20-xmajor-yfast-absorbcons-false-nointercept-v1",20,"low_y_side","quarter_2","b100_p02500_s250",100,2500,250,"nested_prefix_median_v1","ok","whole_grid_cosine_dual_leakage_penalty_v2",35,165,-0.0679229738221036,0.5,1,0.566375374153433,0.961372640826641,0.652923501874072,0.333669849572186,0.196575581485936,4.45233743257716,8.3757781460286,0.757668903167695
"low_y_side__quarter_2__b100_p01000_s200","games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b",10,"thin_plate_spline","GCV.Cp","tp-k20-xmajor-yfast-absorbcons-false-nointercept-v1",20,"low_y_side","quarter_2","b100_p01000_s200",100,1000,200,"nested_prefix_median_v1","ok","whole_grid_cosine_dual_leakage_penalty_v2",35,165,-0.0704965068506312,0.5,1,0.600599253461985,0.960127666963463,0.608698414915573,0.375699477966215,0.235015439880198,4.76270499226642,7.40873814471659,0.730783403743594
"low_y_side__quarter_2__b100_p01000_s250","games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b",10,"thin_plate_spline","GCV.Cp","tp-k20-xmajor-yfast-absorbcons-false-nointercept-v1",20,"low_y_side","quarter_2","b100_p01000_s250",100,1000,250,"nested_prefix_median_v1","ok","whole_grid_cosine_dual_leakage_penalty_v2",35,165,-0.0654489213596524,0.5,1,0.602091956095784,0.962078295755039,0.608343971406482,0.376803764511438,0.235812944372577,4.38273695695617,6.80753368101942,0.722247264360511
"low_y_side__quarter_3__b050_p02500_s250","games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b",10,"thin_plate_spline","GCV.Cp","tp-k20-xmajor-yfast-absorbcons-false-nointercept-v1",20,"low_y_side","quarter_3","b050_p02500_s250",50,2500,250,"nested_prefix_median_v1","ok","whole_grid_cosine_dual_leakage_penalty_v2",35,165,-0.05292659132609,0.5,1,0.455771586603502,0.945253845919513,0.767513580866532,0.219758681809966,0.105960704112227,3.7575683100973,12.4049599102721,0.785603126328827
"low_y_side__quarter_3__b050_p01000_s250","games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b",10,"thin_plate_spline","GCV.Cp","tp-k20-xmajor-yfast-absorbcons-false-nointercept-v1",20,"low_y_side","quarter_3","b050_p01000_s250",50,1000,250,"nested_prefix_median_v1","ok","whole_grid_cosine_dual_leakage_penalty_v2",35,165,-0.047335189234216,0.5,1,0.476488108161627,0.947930828544399,0.747331653991097,0.239512114579162,0.120393462182109,3.46454963345039,10.2472970943875,0.732577790897692
"low_y_side__quarter_3__b100_p02500_s250","games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b",10,"thin_plate_spline","GCV.Cp","tp-k20-xmajor-yfast-absorbcons-false-nointercept-v1",20,"low_y_side","quarter_3","b100_p02500_s250",100,2500,250,"nested_prefix_median_v1","ok","whole_grid_cosine_dual_leakage_penalty_v2",35,165,-0.0514116672143127,0.5,1,0.459275450346235,0.944891104796042,0.763743948036732,0.223236241954323,0.108506604662453,3.72599787133321,12.0450176872969,0.76507679707292
"low_y_side__quarter_3__b100_p01000_s200","games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b",10,"thin_plate_spline","GCV.Cp","tp-k20-xmajor-yfast-absorbcons-false-nointercept-v1",20,"low_y_side","quarter_3","b100_p01000_s200",100,1000,200,"nested_prefix_median_v1","ok","whole_grid_cosine_dual_leakage_penalty_v2",35,165,-0.0515798196096713,0.5,1,0.514287012136909,0.940898931629791,0.701238134419202,0.281104720136696,0.153649347189997,3.83370197521857,8.99826360300469,0.755158331853939
"low_y_side__quarter_3__b100_p01000_s250","games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b",10,"thin_plate_spline","GCV.Cp","tp-k20-xmajor-yfast-absorbcons-false-nointercept-v1",20,"low_y_side","quarter_3","b100_p01000_s250",100,1000,250,"nested_prefix_median_v1","ok","whole_grid_cosine_dual_leakage_penalty_v2",35,165,-0.0474609392322884,0.5,1,0.477049697431209,0.947402211254914,0.746453008704303,0.240210980210574,0.120954515482206,3.52626385828166,10.3814691432478,0.739967721175804
"low_y_side__quarter_4__b050_p02500_s250","games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b",10,"thin_plate_spline","GCV.Cp","tp-k20-xmajor-yfast-absorbcons-false-nointercept-v1",20,"low_y_side","quarter_4","b050_p02500_s250",50,2500,250,"nested_prefix_median_v1","ok","whole_grid_cosine_dual_leakage_penalty_v2",35,165,-0.0543402376495938,0.5,1,0.71000356441995,0.836772431091554,0.280043376264192,0.602439854323879,0.511171769080176,5.35905946173118,2.08452711703154,0.628554685411672
"low_y_side__quarter_4__b050_p01000_s250","games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b",10,"thin_plate_spline","GCV.Cp","tp-k20-xmajor-yfast-absorbcons-false-nointercept-v1",20,"low_y_side","quarter_4","b050_p01000_s250",50,1000,250,"nested_prefix_median_v1","ok","whole_grid_cosine_dual_leakage_penalty_v2",35,165,-0.0587557065278886,0.5,1,0.735882479916261,0.850347313431353,0.251099296406834,0.636825701327299,0.551102906971171,5.21239488709984,1.74766652303262,0.611359502154183
"low_y_side__quarter_4__b100_p02500_s250","games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b",10,"thin_plate_spline","GCV.Cp","tp-k20-xmajor-yfast-absorbcons-false-nointercept-v1",20,"low_y_side","quarter_4","b100_p02500_s250",100,2500,250,"nested_prefix_median_v1","ok","whole_grid_cosine_dual_leakage_penalty_v2",35,165,-0.0554918731436598,0.5,1,0.715920979918748,0.837145197471797,0.268644387121559,0.612250838965229,0.52359282704101,5.3671648312959,1.97148785254968,0.626729095414946
"low_y_side__quarter_4__b100_p01000_s200","games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b",10,"thin_plate_spline","GCV.Cp","tp-k20-xmajor-yfast-absorbcons-false-nointercept-v1",20,"low_y_side","quarter_4","b100_p01000_s200",100,1000,200,"nested_prefix_median_v1","ok","whole_grid_cosine_dual_leakage_penalty_v2",35,165,-0.0604265589206967,0.5,1,0.730921295929842,0.853407215765759,0.266451877428066,0.626015260914314,0.536165944377181,5.28370742309398,1.91923845122505,0.60577142523489
"low_y_side__quarter_4__b100_p01000_s250","games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b",10,"thin_plate_spline","GCV.Cp","tp-k20-xmajor-yfast-absorbcons-false-nointercept-v1",20,"low_y_side","quarter_4","b100_p01000_s250",100,1000,250,"nested_prefix_median_v1","ok","whole_grid_cosine_dual_leakage_penalty_v2",35,165,-0.0561343200705548,0.5,1,0.734675505686618,0.843910749664447,0.242124123895965,0.639579598755556,0.55679284252442,5.1787232600542,1.65448442386911,0.603396930311801
"perimeter__full_game__b050_p02500_s250","games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b",10,"thin_plate_spline","GCV.Cp","tp-k20-xmajor-yfast-absorbcons-false-nointercept-v1",20,"perimeter","full_game","b050_p02500_s250",50,2500,250,"nested_prefix_median_v1","ok","whole_grid_cosine_dual_leakage_penalty_v2",54,146,-0.03858669800176,0.5,1,0.769980000046377,0.959161692529723,0.355570758572877,0.618111841922885,0.496197627343943,2.62621723097523,1.44904357680458,0.444249448213653
"perimeter__full_game__b050_p01000_s250","games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b",10,"thin_plate_spline","GCV.Cp","tp-k20-xmajor-yfast-absorbcons-false-nointercept-v1",20,"perimeter","full_game","b050_p01000_s250",50,1000,250,"nested_prefix_median_v1","ok","whole_grid_cosine_dual_leakage_penalty_v2",54,146,-0.0321546475839323,0.5,1,0.760916029068539,0.95238153484519,0.361660774169746,0.607942491648108,0.485722548917442,2.40191230251533,1.3608398601632,0.437222533475905
"perimeter__full_game__b100_p02500_s250","games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b",10,"thin_plate_spline","GCV.Cp","tp-k20-xmajor-yfast-absorbcons-false-nointercept-v1",20,"perimeter","full_game","b100_p02500_s250",100,2500,250,"nested_prefix_median_v1","ok","whole_grid_cosine_dual_leakage_penalty_v2",54,146,-0.036017361154821,0.5,1,0.761528168102976,0.958110087301657,0.368256010125778,0.605280289290688,0.481090843318981,2.55565444110693,1.48974129208517,0.441777707821813
"perimeter__full_game__b100_p01000_s200","games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b",10,"thin_plate_spline","GCV.Cp","tp-k20-xmajor-yfast-absorbcons-false-nointercept-v1",20,"perimeter","full_game","b100_p01000_s200",100,1000,200,"nested_prefix_median_v1","ok","whole_grid_cosine_dual_leakage_penalty_v2",54,146,-0.0365709332110598,0.5,1,0.773656896825081,0.956825218813951,0.346220082342221,0.625553112769071,0.505801342301674,2.5252382916115,1.33728214287718,0.434255041016711
"perimeter__full_game__b100_p01000_s250","games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b",10,"thin_plate_spline","GCV.Cp","tp-k20-xmajor-yfast-absorbcons-false-nointercept-v1",20,"perimeter","full_game","b100_p01000_s250",100,1000,250,"nested_prefix_median_v1","ok","whole_grid_cosine_dual_leakage_penalty_v2",54,146,-0.0375769797853195,0.5,1,0.769240616376838,0.957662772638558,0.354792802176342,0.617890913994158,0.496319582544643,2.45255185140448,1.34863303877833,0.432291964210383
"perimeter__quarter_1__b050_p02500_s250","games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b",10,"thin_plate_spline","GCV.Cp","tp-k20-xmajor-yfast-absorbcons-false-nointercept-v1",20,"perimeter","quarter_1","b050_p02500_s250",50,2500,250,"nested_prefix_median_v1","ok","whole_grid_cosine_dual_leakage_penalty_v2",54,146,-0.0131663938825196,0.5,1,0.446203598437555,0.890151975778619,0.748731633481729,0.223667032906905,0.112116849313979,2.55929865105326,7.62622006949431,0.661602983361468
"perimeter__quarter_1__b050_p01000_s250","games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b",10,"thin_plate_spline","GCV.Cp","tp-k20-xmajor-yfast-absorbcons-false-nointercept-v1",20,"perimeter","quarter_1","b050_p01000_s250",50,1000,250,"nested_prefix_median_v1","ok","whole_grid_cosine_dual_leakage_penalty_v2",54,146,-0.0187522707209914,0.5,1,0.473012213487271,0.898807715314739,0.723043778279043,0.248930388887215,0.131003675475301,2.77375937861592,7.2413952237262,0.647507493423961
"perimeter__quarter_1__b100_p02500_s250","games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b",10,"thin_plate_spline","GCV.Cp","tp-k20-xmajor-yfast-absorbcons-false-nointercept-v1",20,"perimeter","quarter_1","b100_p02500_s250",100,2500,250,"nested_prefix_median_v1","ok","whole_grid_cosine_dual_leakage_penalty_v2",54,146,-0.0123166747475648,0.5,1,0.445188229979007,0.890755618783081,0.750212784584653,0.2224993656314,0.111202328302143,2.56141337149446,7.69296801161729,0.660602661975322
"perimeter__quarter_1__b100_p01000_s200","games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b",10,"thin_plate_spline","GCV.Cp","tp-k20-xmajor-yfast-absorbcons-false-nointercept-v1",20,"perimeter","quarter_1","b100_p01000_s200",100,1000,200,"nested_prefix_median_v1","ok","whole_grid_cosine_dual_leakage_penalty_v2",54,146,-0.0200160343694572,0.5,1,0.468144918945524,0.899794079492292,0.729308657686578,0.243566467183438,0.126722776506572,2.7274701371854,7.34847139044344,0.650367300825079
"perimeter__quarter_1__b100_p01000_s250","games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b",10,"thin_plate_spline","GCV.Cp","tp-k20-xmajor-yfast-absorbcons-false-nointercept-v1",20,"perimeter","quarter_1","b100_p01000_s250",100,1000,250,"nested_prefix_median_v1","ok","whole_grid_cosine_dual_leakage_penalty_v2",54,146,-0.0192211656540917,0.5,1,0.465584620632385,0.901298006540685,0.733154163422568,0.240507620560921,0.124239317590235,2.68022282636943,7.36386427930175,0.649483113630459
