,period,time,x,y,z,possession_start,possession_end,possession_number,scored
1360,1,623.72,78.19739,13.48788,1.82018,632.0,622.0,"(4.0,)",1.0
1361,1,623.68,78.36596,13.80139,2.44041,632.0,622.0,"(4.0,)",1.0
1362,1,623.64,78.49372,14.24142,2.79679,632.0,622.0,"(4.0,)",1.0
1363,1,623.6,78.57976,14.74546,2.91081,632.0,622.0,"(4.0,)",1.0
1364,1,623.56,78.62697,15.51147,2.71441,632.0,622.0,"(4.0,)",1.0
1365,1,623.52,78.68525,16.29346,2.79347,632.0,622.0,"(4.0,)",1.0
1366,1,623.48,78.7541,17.08962,3.0977,632.0,622.0,"(4.0,)",1.0
1367,1,623.44,78.96986,17.2911,4.09915,632.0,622.0,"(4.0,)",1.0
1368,1,623.4,79.19926,17.37793,5.37126,632.0,622.0,"(4.0,)",1.0
1369,1,623.36,79.29344,17.39986,6.27208,632.0,622.0,"(4.0,)",1.0
1370,1,623.32,79.39519,17.60479,6.79886,632.0,622.0,"(4.0,)",1.0
1371,1,623.28,79.51936,17.45001,7.88892,632.0,622.0,"(4.0,)",1.0
1372,1,623.24,79.86883,18.1143,8.14581,632.0,622.0,"(4.0,)",1.0
1373,1,623.2,80.13125,17.92242,9.17531,632.0,622.0,"(4.0,)",1.0
1374,1,623.16,80.65362,18.51016,9.48127,632.0,622.0,"(4.0,)",1.0
1375,1,623.12,81.13446,18.88942,9.93103,632.0,622.0,"(4.0,)",1.0
1376,1,623.08,81.52213,19.19537,10.44546,632.0,622.0,"(4.0,)",1.0
1377,1,623.04,81.95074,19.53249,10.89019,632.0,622.0,"(4.0,)",1.0
1378,1,623.0,82.31997,19.84771,11.28896,632.0,622.0,"(4.0,)",1.0
1379,1,622.96,82.75783,20.23058,11.56036,632.0,622.0,"(4.0,)",1.0
1380,1,622.92,83.48498,20.57164,11.63343,632.0,622.0,"(4.0,)",1.0
1381,1,622.88,83.71006,21.14972,11.71908,632.0,622.0,"(4.0,)",1.0
1382,1,622.84,84.07589,21.54945,11.78284,632.0,622.0,"(4.0,)",1.0
1383,1,622.8,84.46836,21.95836,11.71765,632.0,622.0,"(4.0,)",1.0
1384,1,622.76,84.82109,22.31772,11.73369,632.0,622.0,"(4.0,)",1.0
1385,1,622.72,85.29535,22.71585,11.68337,632.0,622.0,"(4.0,)",1.0
1386,1,622.68,85.68992,23.05907,11.57431,632.0,622.0,"(4.0,)",1.0
1387,1,622.64,86.12343,23.34167,11.55694,632.0,622.0,"(4.0,)",1.0
1388,1,622.6,86.45666,23.73668,11.29854,632.0,622.0,"(4.0,)",1.0
1389,1,622.56,86.88797,24.06637,11.06792,632.0,622.0,"(4.0,)",1.0
1390,1,622.52,87.33705,24.35519,10.84875,632.0,622.0,"(4.0,)",1.0
1391,1,622.48,87.7243,24.60019,10.63345,632.0,622.0,"(4.0,)",1.0
1392,1,622.44,88.04365,24.55163,10.68517,632.0,622.0,"(4.0,)",1.0
1393,1,622.4,88.47236,25.16558,9.90378,632.0,622.0,"(4.0,)",1.0
1394,1,622.36,88.89155,25.51113,9.31028,632.0,622.0,"(4.0,)",1.0
1395,1,622.32,89.03391,25.44915,9.28405,632.0,622.0,"(4.0,)",1.0
1396,1,622.28,89.14053,25.45014,9.20668,632.0,622.0,"(4.0,)",1.0
1397,1,622.24,89.23141,25.45325,9.05879,632.0,622.0,"(4.0,)",1.0
1398,1,622.2,89.31184,25.45865,8.84859,632.0,622.0,"(4.0,)",1.0
1399,1,622.16,89.38713,25.46653,8.58428,632.0,622.0,"(4.0,)",1.0
1400,1,622.12,89.46259,25.47708,8.27407,632.0,622.0,"(4.0,)",1.0
1401,1,622.08,89.54352,25.49049,7.92616,632.0,622.0,"(4.0,)",1.0
1402,1,622.04,89.63523,25.50694,7.54876,632.0,622.0,"(4.0,)",1.0
1403,1,622.0,89.74302,25.52661,7.15005,632.0,622.0,"(4.0,)",1.0
1404,1,610.0,13.15534,25.34939,5.44285,610.0,605.0,"(5.0,)",0.0
1405,1,609.96,13.95216,24.68308,5.52116,610.0,605.0,"(5.0,)",0.0
1406,1,609.92,14.77152,23.86331,5.32185,610.0,605.0,"(5.0,)",0.0
1407,1,609.88,15.57565,23.07975,5.29418,610.0,605.0,"(5.0,)",0.0
1408,1,609.84,16.43133,22.48376,5.06306,610.0,605.0,"(5.0,)",0.0
1409,1,609.8,17.44005,21.60563,5.0237,610.0,605.0,"(5.0,)",0.0
1410,1,609.76,18.24397,20.84472,4.48551,610.0,605.0,"(5.0,)",0.0
1411,1,609.72,18.78074,20.46835,4.48337,610.0,605.0,"(5.0,)",0.0
1412,1,609.68,19.31372,20.16642,4.44845,610.0,605.0,"(5.0,)",0.0
1413,1,609.64,19.83491,19.86158,4.35534,610.0,605.0,"(5.0,)",0.0
1414,1,609.6,20.35105,19.56411,4.21135,610.0,605.0,"(5.0,)",0.0
1415,1,609.56,20.86891,19.28424,4.02384,610.0,605.0,"(5.0,)",0.0
1416,1,609.52,21.39524,19.03226,3.80012,610.0,605.0,"(5.0,)",0.0
1417,1,609.48,21.9368,18.81841,3.54754,610.0,605.0,"(5.0,)",0.0
1418,1,609.44,22.50035,18.65296,3.27344,610.0,605.0,"(5.0,)",0.0
1419,1,609.4,23.09265,18.54616,2.98514,610.0,605.0,"(5.0,)",0.0
1420,1,609.36,23.72046,18.50828,2.68998,610.0,605.0,"(5.0,)",0.0
1421,1,609.32,24.44377,18.54402,2.27782,610.0,605.0,"(5.0,)",0.0
1422,1,609.28,25.25298,18.56511,1.6526,610.0,605.0,"(5.0,)",0.0
1423,1,609.24,25.95956,18.38138,0.62708,610.0,605.0,"(5.0,)",0.0
1424,1,609.2,26.40794,18.33212,0.7522,610.0,605.0,"(5.0,)",0.0
1425,1,609.16,26.81115,18.01036,1.49681,610.0,605.0,"(5.0,)",0.0
1426,1,609.12,27.21887,18.06232,2.208,610.0,605.0,"(5.0,)",0.0
1427,1,609.08,27.66204,17.89014,2.55449,610.0,605.0,"(5.0,)",0.0
1428,1,609.04,28.19046,17.96067,2.78709,610.0,605.0,"(5.0,)",0.0
1429,1,609.0,28.71636,18.11159,3.04467,610.0,605.0,"(5.0,)",0.0
1430,1,608.96,29.26023,18.2014,3.2841,610.0,605.0,"(5.0,)",0.0
1431,1,608.92,29.89622,18.66013,3.18801,610.0,605.0,"(5.0,)",0.0
1432,1,608.88,30.5423,18.97764,3.25549,610.0,605.0,"(5.0,)",0.0
1433,1,608.84,31.07633,19.1201,3.19959,610.0,605.0,"(5.0,)",0.0
1434,1,608.8,31.74849,19.65169,3.08868,610.0,605.0,"(5.0,)",0.0
1435,1,608.76,32.36412,19.94667,2.95096,610.0,605.0,"(5.0,)",0.0
1436,1,608.72,32.7758,20.12771,2.83427,610.0,605.0,"(5.0,)",0.0
1437,1,608.68,33.63248,20.59694,2.94316,610.0,605.0,"(5.0,)",0.0
1438,1,608.64,34.84337,21.16661,3.25017,610.0,605.0,"(5.0,)",0.0
1439,1,608.6,36.43131,21.81349,3.3584,610.0,605.0,"(5.0,)",0.0
1440,1,608.56,38.41292,22.5186,3.18735,610.0,605.0,"(5.0,)",0.0
1441,1,608.52,40.73353,23.31092,3.23505,610.0,605.0,"(5.0,)",0.0
1442,1,608.48,42.82183,24.13442,3.03012,610.0,605.0,"(5.0,)",0.0
1443,1,608.44,44.91012,24.95792,2.8252,610.0,605.0,"(5.0,)",0.0
1444,1,608.4,46.99842,25.78141,2.62027,610.0,605.0,"(5.0,)",0.0
1445,1,608.36,48.96636,26.73244,2.31478,610.0,605.0,"(5.0,)",0.0
1446,1,608.32,51.18164,27.57595,2.11024,610.0,605.0,"(5.0,)",0.0
1447,1,608.28,53.26692,28.44332,1.73777,610.0,605.0,"(5.0,)",0.0
1448,1,608.24,55.29614,29.21629,1.53505,610.0,605.0,"(5.0,)",0.0
1449,1,608.2,57.24738,30.15208,0.95739,610.0,605.0,"(5.0,)",0.0
1450,1,608.16,58.26457,31.43296,1.10095,610.0,605.0,"(5.0,)",0.0
1451,1,608.12,60.28263,31.48019,0.53161,610.0,605.0,"(5.0,)",0.0
1452,1,608.08,60.95634,31.93979,0.86341,610.0,605.0,"(5.0,)",0.0
1453,1,608.04,61.70652,32.3849,1.08572,610.0,605.0,"(5.0,)",0.0
1454,1,608.0,62.50431,32.82144,1.27361,610.0,605.0,"(5.0,)",0.0
1455,1,607.96,63.32133,33.26194,1.42424,610.0,605.0,"(5.0,)",0.0
1456,1,607.92,64.12917,33.71892,1.53477,610.0,605.0,"(5.0,)",0.0
1457,1,607.88,64.92337,34.20627,1.60308,610.0,605.0,"(5.0,)",0.0
1458,1,607.84,65.74425,34.53762,1.77254,610.0,605.0,"(5.0,)",0.0
1459,1,607.8,66.55859,34.65207,1.67642,610.0,605.0,"(5.0,)",0.0
1460,1,607.76,67.46672,34.54821,1.64793,610.0,605.0,"(5.0,)",0.0
1461,1,607.72,68.33443,34.40373,1.59788,610.0,605.0,"(5.0,)",0.0
1462,1,607.68,69.25669,34.23106,1.37647,610.0,605.0,"(5.0,)",0.0
1463,1,607.64,70.14185,33.93012,1.42941,610.0,605.0,"(5.0,)",0.0
1464,1,607.6,71.04398,33.82176,1.07132,610.0,605.0,"(5.0,)",0.0
1465,1,607.56,71.94507,33.53728,0.97305,610.0,605.0,"(5.0,)",0.0
1466,1,607.52,72.77774,33.40345,0.60876,610.0,605.0,"(5.0,)",0.0
1467,1,607.48,73.67981,33.16142,0.36251,610.0,605.0,"(5.0,)",0.0
1468,1,607.44,74.47359,33.06395,0.36277,610.0,605.0,"(5.0,)",0.0
1469,1,607.4,75.17004,32.95334,0.71723,610.0,605.0,"(5.0,)",0.0
1470,1,607.36,75.86765,32.88673,0.92045,610.0,605.0,"(5.0,)",0.0
1471,1,607.32,76.61684,33.01436,1.05412,610.0,605.0,"(5.0,)",0.0
1472,1,607.28,77.11453,32.60582,0.44761,610.0,605.0,"(5.0,)",0.0
1473,1,607.24,77.73288,32.14012,0.11251,610.0,605.0,"(5.0,)",0.0
1474,1,607.2,78.06838,31.8904,0.56227,610.0,605.0,"(5.0,)",0.0
1475,1,607.16,78.42649,31.31302,1.34401,610.0,605.0,"(5.0,)",0.0
1476,1,607.12,78.84651,30.61039,2.02902,610.0,605.0,"(5.0,)",0.0
1477,1,607.08,79.25952,30.47997,2.17185,610.0,605.0,"(5.0,)",0.0
1478,1,607.04,79.61814,30.75403,2.40598,610.0,605.0,"(5.0,)",0.0
1479,1,607.0,80.34639,29.17042,3.0352,610.0,605.0,"(5.0,)",0.0
1480,1,606.96,81.19231,28.95921,2.70999,610.0,605.0,"(5.0,)",0.0
1481,1,606.92,81.8925,28.46809,2.1291,610.0,605.0,"(5.0,)",0.0
1482,1,606.88,82.61574,28.30027,1.27965,610.0,605.0,"(5.0,)",0.0
1483,1,606.84,83.31088,27.96313,0.48312,610.0,605.0,"(5.0,)",0.0
1484,1,606.8,83.74832,27.39282,0.70561,610.0,605.0,"(5.0,)",0.0
1485,1,606.76,84.06898,27.42194,0.94044,610.0,605.0,"(5.0,)",0.0
1486,1,606.72,84.31582,27.22192,1.74991,610.0,605.0,"(5.0,)",0.0
1487,1,606.68,84.85945,27.13387,2.11556,610.0,605.0,"(5.0,)",0.0
1488,1,606.64,85.14362,26.99158,2.61604,610.0,605.0,"(5.0,)",0.0
1489,1,606.6,85.49381,26.799,3.06911,610.0,605.0,"(5.0,)",0.0
1490,1,606.56,85.84152,26.60576,3.52134,610.0,605.0,"(5.0,)",0.0
1491,1,606.52,86.11206,26.61695,3.60993,610.0,605.0,"(5.0,)",0.0
1492,1,606.48,86.43558,26.23573,4.1148,610.0,605.0,"(5.0,)",0.0
1493,1,606.44,86.68963,25.89008,4.46887,610.0,605.0,"(5.0,)",0.0
1494,1,606.4,87.03753,25.84115,4.50408,610.0,605.0,"(5.0,)",0.0
1495,1,606.36,87.33031,25.35284,4.90431,610.0,605.0,"(5.0,)",0.0
1496,1,606.32,87.78343,25.54197,4.453,610.0,605.0,"(5.0,)",0.0
1497,1,606.28,88.12492,25.1102,4.75851,610.0,605.0,"(5.0,)",0.0
1498,1,606.24,88.46713,24.68989,4.84928,610.0,605.0,"(5.0,)",0.0
1499,1,606.2,88.58987,24.37525,5.02469,610.0,605.0,"(5.0,)",0.0
1500,1,606.16,88.74899,24.15036,4.89474,610.0,605.0,"(5.0,)",0.0
1501,1,606.12,88.8988,23.50841,4.96006,610.0,605.0,"(5.0,)",0.0
1502,1,606.08,88.90477,23.1039,5.04672,610.0,605.0,"(5.0,)",0.0
1503,1,606.04,88.92642,22.51781,5.0572,610.0,605.0,"(5.0,)",0.0
1504,1,606.0,88.87171,22.17226,4.72194,610.0,605.0,"(5.0,)",0.0
1505,1,605.96,88.57064,21.37011,4.93594,610.0,605.0,"(5.0,)",0.0
1506,1,605.92,88.24086,20.89326,4.56345,610.0,605.0,"(5.0,)",0.0
1507,1,605.88,87.83289,20.29487,4.3656,610.0,605.0,"(5.0,)",0.0
1508,1,605.84,87.34254,19.70058,4.37228,610.0,605.0,"(5.0,)",0.0
1509,1,605.8,86.78816,19.14938,4.433,610.0,605.0,"(5.0,)",0.0
1510,1,605.76,86.37127,18.97217,4.04794,610.0,605.0,"(5.0,)",0.0
1511,1,605.72,85.80124,18.7036,3.82028,610.0,605.0,"(5.0,)",0.0
1512,1,605.68,85.296,18.38618,3.54912,610.0,605.0,"(5.0,)",0.0
1513,1,605.64,84.83277,18.16968,3.04669,610.0,605.0,"(5.0,)",0.0
1514,1,605.6,84.44157,17.72724,2.42235,610.0,605.0,"(5.0,)",0.0
1515,1,605.56,83.99644,17.23086,1.04078,610.0,605.0,"(5.0,)",0.0
1516,1,605.52,83.7228,16.93828,0.05441,610.0,605.0,"(5.0,)",0.0
1517,1,605.48,83.70343,16.93145,0.63221,610.0,605.0,"(5.0,)",0.0
1518,1,605.44,83.64872,16.90811,1.33806,610.0,605.0,"(5.0,)",0.0
1519,1,605.4,83.39014,16.23904,2.20299,610.0,605.0,"(5.0,)",0.0
1520,1,605.36,83.20329,15.91213,2.91179,610.0,605.0,"(5.0,)",0.0
1521,1,605.32,82.89275,15.82602,3.26269,610.0,605.0,"(5.0,)",0.0
1522,1,605.28,82.52714,15.74123,3.47605,610.0,605.0,"(5.0,)",0.0
1523,1,605.24,81.97345,15.61105,3.58218,610.0,605.0,"(5.0,)",0.0
1524,1,605.2,81.45125,15.79523,3.39662,610.0,605.0,"(5.0,)",0.0
1525,1,605.16,81.05122,16.12279,3.02184,610.0,605.0,"(5.0,)",0.0
1526,1,605.12,80.5348,16.05843,2.9135,610.0,605.0,"(5.0,)",0.0
1527,1,605.08,79.9624,15.96033,2.84825,610.0,605.0,"(5.0,)",0.0
1528,1,605.04,79.37889,15.90088,2.79377,610.0,605.0,"(5.0,)",0.0
1529,1,605.0,78.74193,14.75244,3.75825,610.0,605.0,"(5.0,)",0.0
1530,1,597.0,8.76527,23.42805,3.73727,597.0,574.0,"(6.0,)",0.0
1531,1,596.96,9.67842,23.08638,3.62508,597.0,574.0,"(6.0,)",0.0
1532,1,596.92,10.41928,22.87285,3.95796,597.0,574.0,"(6.0,)",0.0
1533,1,596.88,11.01969,22.60751,4.2134,597.0,574.0,"(6.0,)",0.0
1534,1,596.84,11.70269,22.34293,4.28845,597.0,574.0,"(6.0,)",0.0
1535,1,596.8,12.42306,22.08777,4.33152,597.0,574.0,"(6.0,)",0.0
1536,1,596.76,13.09345,21.88733,4.39017,597.0,574.0,"(6.0,)",0.0
1537,1,596.72,13.66541,21.76036,4.50501,597.0,574.0,"(6.0,)",0.0
1538,1,596.68,14.25267,21.37161,4.42741,597.0,574.0,"(6.0,)",0.0
1539,1,596.64,14.3642,21.21163,4.40713,597.0,574.0,"(6.0,)",0.0
1540,1,596.6,14.48499,21.11262,4.44368,597.0,574.0,"(6.0,)",0.0
1541,1,596.56,14.61911,21.03259,4.33541,597.0,574.0,"(6.0,)",0.0
1542,1,596.52,14.72773,20.93326,3.88941,597.0,574.0,"(6.0,)",0.0
1543,1,596.48,14.82549,21.03323,3.5514,597.0,574.0,"(6.0,)",0.0
1544,1,596.44,14.93555,20.75426,3.70519,597.0,574.0,"(6.0,)",0.0
1545,1,596.4,15.03604,20.50067,3.73385,597.0,574.0,"(6.0,)",0.0
1546,1,596.36,15.2006,20.07162,4.07024,597.0,574.0,"(6.0,)",0.0
1547,1,596.32,15.33553,20.06811,3.95168,597.0,574.0,"(6.0,)",0.0
1548,1,596.28,15.44764,19.8284,4.04625,597.0,574.0,"(6.0,)",0.0
1549,1,596.24,15.66299,19.68337,4.17062,597.0,574.0,"(6.0,)",0.0
1550,1,596.2,15.86218,19.65352,4.0558,597.0,574.0,"(6.0,)",0.0
1551,1,596.16,15.99739,19.64865,3.93872,597.0,574.0,"(6.0,)",0.0
1552,1,596.12,16.13604,19.76466,3.73214,597.0,574.0,"(6.0,)",0.0
1553,1,596.08,16.18686,19.22698,4.24421,597.0,574.0,"(6.0,)",0.0
1554,1,596.04,16.51779,19.53237,3.80645,597.0,574.0,"(6.0,)",0.0
1555,1,596.0,16.59332,19.25171,3.92848,597.0,574.0,"(6.0,)",0.0
1556,1,595.96,16.8977,19.21702,3.85175,597.0,574.0,"(6.0,)",0.0
1557,1,595.92,17.01159,19.10843,3.88664,597.0,574.0,"(6.0,)",0.0
1558,1,595.88,17.13398,19.49834,3.44019,597.0,574.0,"(6.0,)",0.0
1559,1,595.84,17.24318,19.34318,3.50575,597.0,574.0,"(6.0,)",0.0
1560,1,595.8,17.54515,19.30778,3.52187,597.0,574.0,"(6.0,)",0.0
1561,1,595.76,17.54686,19.00922,3.76282,597.0,574.0,"(6.0,)",0.0
1562,1,595.72,17.65381,19.15261,3.58778,597.0,574.0,"(6.0,)",0.0
1563,1,595.68,17.95531,19.11672,3.60452,597.0,574.0,"(6.0,)",0.0
1564,1,595.64,18.00916,19.18868,3.51671,597.0,574.0,"(6.0,)",0.0
1565,1,595.6,18.21235,18.91176,3.79905,597.0,574.0,"(6.0,)",0.0
1566,1,595.56,18.32249,18.813,4.0161,597.0,574.0,"(6.0,)",0.0
1567,1,595.52,18.56854,18.70587,4.11984,597.0,574.0,"(6.0,)",0.0
1568,1,595.48,18.7691,18.80984,3.80308,597.0,574.0,"(6.0,)",0.0
1569,1,595.44,19.01501,18.7018,3.90808,597.0,574.0,"(6.0,)",0.0
1570,1,595.4,19.25178,18.69022,3.92385,597.0,574.0,"(6.0,)",0.0
1571,1,595.36,19.42701,18.57035,3.75758,597.0,574.0,"(6.0,)",0.0
1572,1,595.32,19.67752,18.62377,3.44297,597.0,574.0,"(6.0,)",0.0
1573,1,595.28,19.95898,18.21314,3.65075,597.0,574.0,"(6.0,)",0.0
1574,1,595.24,20.19135,18.39382,2.91149,597.0,574.0,"(6.0,)",0.0
1575,1,595.2,20.42281,18.08001,2.68079,597.0,574.0,"(6.0,)",0.0
1576,1,595.16,20.61876,18.31075,1.73753,597.0,574.0,"(6.0,)",0.0
1577,1,595.12,20.84638,18.18325,1.14758,597.0,574.0,"(6.0,)",0.0
1578,1,595.08,21.08716,17.98366,0.51217,597.0,574.0,"(6.0,)",0.0
1579,1,595.04,21.18807,18.04319,0.79456,597.0,574.0,"(6.0,)",0.0
1580,1,595.0,21.29214,18.08378,1.19781,597.0,574.0,"(6.0,)",0.0
1581,1,594.96,21.37766,18.19055,1.61931,597.0,574.0,"(6.0,)",0.0
1582,1,594.92,21.5368,18.10233,2.10245,597.0,574.0,"(6.0,)",0.0
1583,1,594.88,21.60896,18.0543,2.56218,597.0,574.0,"(6.0,)",0.0
1584,1,594.84,21.67289,18.02228,2.94655,597.0,574.0,"(6.0,)",0.0
1585,1,594.8,21.77446,18.00257,3.19403,597.0,574.0,"(6.0,)",0.0
1586,1,594.76,21.92941,18.07011,3.23674,597.0,574.0,"(6.0,)",0.0
1587,1,594.72,22.19371,17.94418,3.58662,597.0,574.0,"(6.0,)",0.0
1588,1,594.68,22.42447,18.02379,3.51937,597.0,574.0,"(6.0,)",0.0
1589,1,594.64,22.72905,17.98643,3.68214,597.0,574.0,"(6.0,)",0.0
1590,1,594.6,23.06063,17.92765,3.9285,597.0,574.0,"(6.0,)",0.0
1591,1,594.56,23.37647,17.88825,4.07435,597.0,574.0,"(6.0,)",0.0
1592,1,594.52,23.74697,17.9952,4.16336,597.0,574.0,"(6.0,)",0.0
1593,1,594.48,24.14899,18.15976,4.1479,597.0,574.0,"(6.0,)",0.0
1594,1,594.44,24.53317,18.28597,4.15392,597.0,574.0,"(6.0,)",0.0
1595,1,594.4,24.90614,18.39307,4.16715,597.0,574.0,"(6.0,)",0.0
1596,1,594.36,25.29311,18.50338,4.18039,597.0,574.0,"(6.0,)",0.0
1597,1,594.32,25.71929,18.6392,4.18641,597.0,574.0,"(6.0,)",0.0
1598,1,594.28,26.22656,18.83446,3.99777,597.0,574.0,"(6.0,)",0.0
1599,1,594.24,26.71036,18.98968,3.84979,597.0,574.0,"(6.0,)",0.0
1600,1,594.2,27.07141,19.11669,3.49402,597.0,574.0,"(6.0,)",0.0
1601,1,594.16,27.42661,19.24264,3.00607,597.0,574.0,"(6.0,)",0.0
1602,1,594.12,27.88318,19.39331,2.48374,597.0,574.0,"(6.0,)",0.0
1603,1,594.08,28.15394,19.54838,1.974,597.0,574.0,"(6.0,)",0.0
1604,1,594.04,28.60327,19.91825,1.13101,597.0,574.0,"(6.0,)",0.0
1605,1,594.0,28.93301,20.16966,0.42936,597.0,574.0,"(6.0,)",0.0
1606,1,593.96,29.16125,20.32418,0.84006,597.0,574.0,"(6.0,)",0.0
1607,1,593.92,29.32727,20.48487,1.31205,597.0,574.0,"(6.0,)",0.0
1608,1,593.88,29.4124,20.61161,1.81515,597.0,574.0,"(6.0,)",0.0
1609,1,593.84,29.70515,20.86079,2.38629,597.0,574.0,"(6.0,)",0.0
1610,1,593.8,29.77776,20.90468,2.65513,597.0,574.0,"(6.0,)",0.0
1611,1,593.76,29.85567,21.08309,3.03682,597.0,574.0,"(6.0,)",0.0
1612,1,593.72,29.98659,21.24019,3.34422,597.0,574.0,"(6.0,)",0.0
1613,1,593.68,30.16325,21.38967,3.61478,597.0,574.0,"(6.0,)",0.0
1614,1,593.64,30.36294,21.55641,3.84899,597.0,574.0,"(6.0,)",0.0
1615,1,593.6,30.6082,21.75737,4.07394,597.0,574.0,"(6.0,)",0.0
1616,1,593.56,30.8588,21.98524,4.21664,597.0,574.0,"(6.0,)",0.0
1617,1,593.52,31.05214,22.24509,4.24947,597.0,574.0,"(6.0,)",0.0
1618,1,593.48,31.30417,22.17826,4.47855,597.0,574.0,"(6.0,)",0.0
1619,1,593.44,31.53043,22.18168,4.46147,597.0,574.0,"(6.0,)",0.0
1620,1,593.4,31.75222,22.29924,4.53559,597.0,574.0,"(6.0,)",0.0
1621,1,593.36,32.09464,22.38131,4.611,597.0,574.0,"(6.0,)",0.0
1622,1,593.32,32.43697,22.43644,4.58858,597.0,574.0,"(6.0,)",0.0
1623,1,593.28,32.85489,22.60826,4.61034,597.0,574.0,"(6.0,)",0.0
1624,1,593.24,33.24963,22.71218,4.41922,597.0,574.0,"(6.0,)",0.0
1625,1,593.2,33.60459,22.8128,4.29369,597.0,574.0,"(6.0,)",0.0
1626,1,593.16,34.07317,22.97544,3.91596,597.0,574.0,"(6.0,)",0.0
1627,1,593.12,34.41403,22.94272,3.48194,597.0,574.0,"(6.0,)",0.0
1628,1,593.08,35.05892,23.00116,2.89711,597.0,574.0,"(6.0,)",0.0
1629,1,593.04,35.4746,23.09142,2.28128,597.0,574.0,"(6.0,)",0.0
1630,1,593.0,35.85272,23.21637,1.63239,597.0,574.0,"(6.0,)",0.0
1631,1,592.96,36.31269,23.40948,0.92661,597.0,574.0,"(6.0,)",0.0
1632,1,592.92,36.59499,23.4126,0.58362,597.0,574.0,"(6.0,)",0.0
1633,1,592.88,36.72732,23.39704,1.12559,597.0,574.0,"(6.0,)",0.0
1634,1,592.84,36.94918,23.51903,1.66263,597.0,574.0,"(6.0,)",0.0
1635,1,592.8,37.15535,23.51966,2.1588,597.0,574.0,"(6.0,)",0.0
1636,1,592.76,37.22128,23.63763,2.63415,597.0,574.0,"(6.0,)",0.0
1637,1,592.72,37.49,23.6225,2.99636,597.0,574.0,"(6.0,)",0.0
1638,1,592.68,37.69686,23.64893,3.29822,597.0,574.0,"(6.0,)",0.0
1639,1,592.64,37.90297,23.67519,3.59893,597.0,574.0,"(6.0,)",0.0
1640,1,592.6,38.27262,23.86211,3.91317,597.0,574.0,"(6.0,)",0.0
1641,1,592.56,38.55623,23.85118,4.05559,597.0,574.0,"(6.0,)",0.0
1642,1,592.52,38.82503,23.84851,4.19522,597.0,574.0,"(6.0,)",0.0
1643,1,592.48,39.21619,23.9036,4.12688,597.0,574.0,"(6.0,)",0.0
1644,1,592.44,39.75765,24.03217,4.08102,597.0,574.0,"(6.0,)",0.0
1645,1,592.4,40.1589,24.04189,3.68046,597.0,574.0,"(6.0,)",0.0
1646,1,592.36,40.42504,24.02281,3.31554,597.0,574.0,"(6.0,)",0.0
1647,1,592.32,40.91696,24.18087,2.70549,597.0,574.0,"(6.0,)",0.0
1648,1,592.28,41.35436,24.19562,2.03307,597.0,574.0,"(6.0,)",0.0
1649,1,592.24,41.73212,24.40739,1.44235,597.0,574.0,"(6.0,)",0.0
1650,1,592.2,42.27493,24.5301,0.72433,597.0,574.0,"(6.0,)",0.0
1651,1,592.16,42.47485,24.49407,0.61971,597.0,574.0,"(6.0,)",0.0
1652,1,592.12,42.74183,24.60023,1.29302,597.0,574.0,"(6.0,)",0.0
1653,1,592.08,42.89064,24.56863,1.75739,597.0,574.0,"(6.0,)",0.0
1654,1,592.04,43.10158,24.65559,2.1743,597.0,574.0,"(6.0,)",0.0
1655,1,592.0,43.38463,24.72673,2.47207,597.0,574.0,"(6.0,)",0.0
1656,1,591.96,43.53705,24.76653,2.96709,597.0,574.0,"(6.0,)",0.0
1657,1,591.92,43.86385,25.01814,3.40344,597.0,574.0,"(6.0,)",0.0
1658,1,591.88,43.99837,24.97144,3.6632,597.0,574.0,"(6.0,)",0.0
1659,1,591.84,44.24002,25.14364,3.96698,597.0,574.0,"(6.0,)",0.0
1660,1,591.8,44.566,25.14062,4.05746,597.0,574.0,"(6.0,)",0.0
1661,1,591.76,44.70974,25.196,4.289,597.0,574.0,"(6.0,)",0.0
1662,1,591.72,44.99548,25.26642,4.13931,597.0,574.0,"(6.0,)",0.0
1663,1,591.68,45.25246,25.29652,4.1666,597.0,574.0,"(6.0,)",0.0
1664,1,591.64,45.51783,25.24698,3.91224,597.0,574.0,"(6.0,)",0.0
1665,1,591.6,45.82402,25.26079,3.3739,597.0,574.0,"(6.0,)",0.0
1666,1,591.56,46.25948,25.1593,2.85008,597.0,574.0,"(6.0,)",0.0
1667,1,591.52,46.52965,25.16059,2.25899,597.0,574.0,"(6.0,)",0.0
1668,1,591.48,47.02497,25.14672,1.62664,597.0,574.0,"(6.0,)",0.0
1669,1,591.44,47.30886,25.20771,0.8736,597.0,574.0,"(6.0,)",0.0
1670,1,591.4,47.69271,24.76595,0.63716,597.0,574.0,"(6.0,)",0.0
1671,1,591.36,47.71016,24.89505,1.22204,597.0,574.0,"(6.0,)",0.0
1672,1,591.32,47.85249,24.88703,1.76361,597.0,574.0,"(6.0,)",0.0
1673,1,591.28,48.05899,24.55211,2.43348,597.0,574.0,"(6.0,)",0.0
1674,1,591.24,48.26515,24.71216,2.58173,597.0,574.0,"(6.0,)",0.0
1675,1,591.2,48.33611,24.54587,3.08776,597.0,574.0,"(6.0,)",0.0
1676,1,591.16,48.65873,24.67338,3.36241,597.0,574.0,"(6.0,)",0.0
