,period,time,x,y,z,possession_start,possession_end,possession_number,scored,x_bin,y_bin
25030,1,44.94,60.92726,16.45263,4.60158,51.0,35.0,27,0,12,3
25031,1,44.9,60.8875,16.84566,4.65065,51.0,35.0,27,0,12,3
25032,1,44.86,61.05193,17.1343,4.65913,51.0,35.0,27,0,12,3
25033,1,44.82,60.93376,17.20287,4.66517,51.0,35.0,27,0,12,3
25034,1,44.78,61.0949,17.26319,4.51697,51.0,35.0,27,0,12,3
25035,1,44.74,61.2366,17.23047,4.27425,51.0,35.0,27,0,13,3
25036,1,44.7,61.312,17.19775,4.07495,51.0,35.0,27,0,13,3
25037,1,44.66,61.30463,17.29703,3.99926,51.0,35.0,27,0,13,3
25038,1,44.62,61.25308,17.52854,3.96697,51.0,35.0,27,0,13,3
25039,1,44.58,61.19099,17.71876,3.90467,51.0,35.0,27,0,13,3
25040,1,44.54,61.1181,17.88272,3.81027,51.0,35.0,27,0,13,3
25041,1,44.5,61.03749,18.02727,3.68958,51.0,35.0,27,0,12,3
25042,1,44.46,60.95225,18.15926,3.54838,51.0,35.0,27,0,12,3
25043,1,44.42,60.86547,18.28556,3.39246,51.0,35.0,27,0,12,3
25044,1,44.38,60.78025,18.413,3.22761,51.0,35.0,27,0,12,3
25045,1,44.34,60.69966,18.54846,3.05961,51.0,35.0,27,0,12,3
25046,1,44.3,60.62679,18.69879,2.89425,51.0,35.0,27,0,12,3
25047,1,44.26,60.56475,18.87084,2.73733,51.0,35.0,27,0,12,3
25048,1,44.22,60.5166,19.07146,2.59462,51.0,35.0,27,0,12,3
25049,1,44.18,60.48545,19.30751,2.47192,51.0,35.0,27,0,12,3
25050,1,44.14,60.47438,19.58586,2.37502,51.0,35.0,27,0,12,3
25051,1,44.1,60.48126,20.11131,2.30739,51.0,35.0,27,0,12,4
25052,1,44.06,60.45349,20.72135,2.37643,51.0,35.0,27,0,12,4
25053,1,44.02,60.34638,21.33681,2.40717,51.0,35.0,27,0,12,4
25054,1,43.98,60.29731,21.92668,2.26803,51.0,35.0,27,0,12,4
25055,1,43.94,60.2206,22.58411,2.04465,51.0,35.0,27,0,12,4
25056,1,43.9,59.61117,23.64474,1.6991,51.0,35.0,27,0,12,4
25057,1,43.86,59.46578,23.96379,0.58189,51.0,35.0,27,0,12,4
25058,1,43.82,59.34083,24.16803,0.48094,51.0,35.0,27,0,12,4
25059,1,43.78,60.00313,23.74949,0.58961,51.0,35.0,27,0,12,4
25060,1,43.74,59.71932,23.95405,1.03771,51.0,35.0,27,0,12,4
25061,1,43.7,59.55034,24.47003,0.99894,51.0,35.0,27,0,12,4
25062,1,43.66,59.42208,25.14298,0.92694,51.0,35.0,27,0,12,5
25063,1,43.62,59.37118,25.47741,0.88817,51.0,35.0,27,0,12,5
25064,1,43.58,59.37566,25.45961,1.10077,51.0,35.0,27,0,12,5
25065,1,43.54,59.08719,24.87886,1.47427,51.0,35.0,27,0,12,4
25066,1,43.5,58.26467,23.67532,3.11382,51.0,35.0,27,0,12,4
25067,1,43.46,58.37154,23.55267,3.13318,51.0,35.0,27,0,12,4
25068,1,43.42,58.51282,23.39297,3.11812,51.0,35.0,27,0,12,4
25069,1,43.38,58.55908,23.21237,2.77401,51.0,35.0,27,0,12,4
25070,1,43.34,58.65029,23.1516,2.36141,51.0,35.0,27,0,12,4
25071,1,43.3,58.83724,23.01777,1.65657,51.0,35.0,27,0,12,4
25072,1,43.26,58.87948,22.79048,0.97613,51.0,35.0,27,0,12,4
25073,1,43.22,59.09993,22.75633,0.0945,51.0,35.0,27,0,12,4
25074,1,43.18,59.33444,22.76143,0.97542,51.0,35.0,27,0,12,4
25075,1,43.14,59.44512,22.70975,1.52963,51.0,35.0,27,0,12,4
25076,1,43.1,59.62152,22.52511,1.92511,51.0,35.0,27,0,12,4
25077,1,43.06,59.86931,22.42897,2.28101,51.0,35.0,27,0,12,4
25078,1,43.02,60.12668,22.25052,2.46355,51.0,35.0,27,0,12,4
25079,1,42.98,60.56436,22.08282,2.49564,51.0,35.0,27,0,12,4
25080,1,42.94,60.88721,21.87398,2.37905,51.0,35.0,27,0,12,4
25081,1,42.9,61.39844,21.46073,2.4431,51.0,35.0,27,0,13,4
25082,1,42.86,62.06937,21.08107,2.36641,51.0,35.0,27,0,13,4
25083,1,42.82,62.74169,20.65505,2.68828,51.0,35.0,27,0,13,4
25084,1,42.78,63.59802,20.66759,2.77163,51.0,35.0,27,0,13,4
25085,1,42.74,64.41342,20.59072,2.83191,51.0,35.0,27,0,13,4
25086,1,42.7,65.19714,20.44798,2.88092,51.0,35.0,27,0,13,4
25087,1,42.66,65.91139,20.37112,2.90115,51.0,35.0,27,0,14,4
25088,1,42.62,66.5196,20.38389,2.16981,51.0,35.0,27,0,14,4
25089,1,42.58,67.13075,20.23559,1.36021,51.0,35.0,27,0,14,4
25090,1,42.54,67.6776,20.16498,0.44391,51.0,35.0,27,0,14,4
25091,1,42.5,67.90895,20.03994,0.94996,51.0,35.0,27,0,14,4
25092,1,42.46,68.12403,19.99556,1.62775,51.0,35.0,27,0,14,3
25093,1,42.42,68.3537,19.94967,2.16551,51.0,35.0,27,0,14,3
25094,1,42.38,68.5808,19.82361,2.66479,51.0,35.0,27,0,14,3
25095,1,42.34,69.07621,19.88488,2.96119,51.0,35.0,27,0,14,3
25096,1,42.3,69.73693,20.07665,3.02614,51.0,35.0,27,0,14,4
25097,1,42.26,70.50169,20.34498,2.99564,51.0,35.0,27,0,15,4
25098,1,42.22,71.30455,20.58421,2.83282,51.0,35.0,27,0,15,4
25099,1,42.18,72.13332,20.59032,2.51794,51.0,35.0,27,0,15,4
25100,1,42.14,72.94118,20.75745,1.86434,51.0,35.0,27,0,15,4
25101,1,42.1,73.4725,20.6491,1.72166,51.0,35.0,27,0,15,4
25102,1,42.06,74.57,21.06977,1.36607,51.0,35.0,27,0,15,4
25103,1,42.02,75.481,21.7172,1.10422,51.0,35.0,27,0,16,4
25104,1,41.98,75.67241,22.12193,1.46672,51.0,35.0,27,0,16,4
25105,1,41.94,75.94506,22.37561,2.00209,51.0,35.0,27,0,16,4
25106,1,41.9,75.86008,22.08566,2.46008,51.0,35.0,27,0,16,4
25107,1,41.86,76.13132,22.51146,2.09341,51.0,35.0,27,0,16,4
25108,1,41.82,76.65724,23.0524,1.72675,51.0,35.0,27,0,16,4
25109,1,41.78,77.334,22.88885,2.86042,51.0,35.0,27,0,16,4
25110,1,41.74,77.48893,24.2489,2.85841,51.0,35.0,27,0,16,4
25111,1,41.7,77.89786,24.99569,2.85157,51.0,35.0,27,0,16,4
25112,1,41.66,78.47703,25.22364,2.83869,51.0,35.0,27,0,16,5
25113,1,41.62,79.69784,24.77542,2.68612,51.0,35.0,27,0,16,4
25114,1,41.58,80.24394,25.09981,2.55271,51.0,35.0,27,0,17,5
25115,1,41.54,80.25669,25.12145,2.1901,51.0,35.0,27,0,17,5
25116,1,41.5,80.26065,25.12912,1.59945,51.0,35.0,27,0,17,5
25117,1,41.46,80.27341,25.15064,0.94393,51.0,35.0,27,0,17,5
25118,1,41.42,80.84388,25.45498,0.21605,51.0,35.0,27,0,17,5
25119,1,41.38,80.97004,24.52791,1.70546,51.0,35.0,27,0,17,4
25120,1,41.34,81.65067,25.69614,0.23068,51.0,35.0,27,0,17,5
25121,1,41.3,82.06689,24.80197,1.17247,51.0,35.0,27,0,17,4
25122,1,41.26,82.12167,25.23552,0.67249,51.0,35.0,27,0,17,5
25123,1,41.22,82.16149,25.66906,0.17251,51.0,35.0,27,0,17,5
25124,1,41.18,82.24818,25.53725,0.42608,51.0,35.0,27,0,17,5
25125,1,41.14,82.378,25.48575,0.57369,51.0,35.0,27,0,17,5
25126,1,41.1,82.53511,25.47693,0.62152,51.0,35.0,27,0,17,5
25127,1,41.06,82.76066,25.61366,0.50628,51.0,35.0,27,0,17,5
25128,1,41.02,82.99982,25.75038,0.39104,51.0,35.0,27,0,17,5
25129,1,40.98,83.16942,25.73368,0.413,51.0,35.0,27,0,17,5
25130,1,40.94,83.05816,25.95835,0.2616,51.0,35.0,27,0,17,5
25131,1,40.9,83.08558,25.97326,0.26257,51.0,35.0,27,0,17,5
25132,1,40.86,83.21572,25.9778,0.26933,51.0,35.0,27,0,17,5
25133,1,40.82,83.27232,25.98298,0.25676,51.0,35.0,27,0,17,5
25134,1,40.78,83.32023,25.98822,0.22534,51.0,35.0,27,0,17,5
25135,1,40.74,83.35875,25.99426,0.18449,51.0,35.0,27,0,17,5
25136,1,40.7,83.38716,26.00185,0.14364,51.0,35.0,27,0,17,5
25137,1,40.66,83.40473,26.01171,0.11222,51.0,35.0,27,0,17,5
25138,1,40.62,83.41075,26.02458,0.09965,51.0,35.0,27,0,17,5
25139,1,40.58,83.37721,26.05632,0.50697,51.0,35.0,27,0,17,5
25140,1,40.54,83.34368,26.08806,0.91429,51.0,35.0,27,0,17,5
25141,1,40.5,83.31014,26.11979,1.32162,51.0,35.0,27,0,17,5
25142,1,40.46,83.20884,26.2248,1.2412,51.0,35.0,27,0,17,5
25143,1,40.42,83.0356,26.41835,1.0643,51.0,35.0,27,0,17,5
25144,1,40.38,82.83923,26.66165,0.88739,51.0,35.0,27,0,17,5
25145,1,40.34,82.66856,26.91592,0.80698,51.0,35.0,27,0,17,5
25146,1,40.3,82.53729,27.20979,1.07547,51.0,35.0,27,0,17,5
25147,1,40.26,82.31842,27.32652,1.29586,51.0,35.0,27,0,17,5
25148,1,40.22,81.91749,27.2339,1.50138,51.0,35.0,27,0,17,5
25149,1,40.18,81.53516,27.14128,1.61108,51.0,35.0,27,0,17,5
25150,1,40.14,81.38695,27.16616,1.55851,51.0,35.0,27,0,17,5
25151,1,40.1,81.18321,27.13021,1.56123,51.0,35.0,27,0,17,5
25152,1,40.06,81.11285,27.08064,1.79548,51.0,35.0,27,0,17,5
25153,1,40.02,80.96967,26.74115,2.15074,51.0,35.0,27,0,17,5
25154,1,39.98,81.26204,26.75011,2.04927,51.0,35.0,27,0,17,5
25155,1,39.94,81.37997,26.32645,2.08716,51.0,35.0,27,0,17,5
25156,1,39.9,81.54873,25.73283,2.58213,51.0,35.0,27,0,17,5
25157,1,39.86,82.04701,25.33621,3.07955,51.0,35.0,27,0,17,5
25158,1,39.82,82.17423,25.38614,3.67492,51.0,35.0,27,0,17,5
25159,1,39.78,82.70893,25.78391,4.51064,51.0,35.0,27,0,17,5
25160,1,39.74,82.80357,25.05812,6.89985,51.0,35.0,27,0,17,5
25161,1,39.7,82.59839,25.41906,7.65036,51.0,35.0,27,0,17,5
25162,1,39.66,82.56112,25.74897,8.21127,51.0,35.0,27,0,17,5
25163,1,39.62,82.92513,26.03866,8.57878,51.0,35.0,27,0,17,5
25164,1,39.58,83.05474,26.02642,8.89057,51.0,35.0,27,0,17,5
25165,1,39.54,84.15435,25.56052,8.29997,51.0,35.0,27,0,17,5
25166,1,39.5,84.34488,25.73614,8.3865,51.0,35.0,27,0,17,5
25167,1,39.46,84.29288,25.73613,8.45942,51.0,35.0,27,0,17,5
25168,1,39.42,84.40632,25.87639,8.43016,51.0,35.0,27,0,17,5
25169,1,39.38,84.52272,25.80925,8.86719,51.0,35.0,27,0,17,5
25170,1,39.34,84.54631,25.6041,9.30847,51.0,35.0,27,0,17,5
25171,1,39.3,84.8906,25.83128,9.48333,51.0,35.0,27,0,18,5
25172,1,39.26,85.35821,26.09977,9.63892,51.0,35.0,27,0,18,5
25173,1,39.22,85.59096,26.15365,9.92128,51.0,35.0,27,0,18,5
25174,1,39.18,85.87069,26.11538,10.22276,51.0,35.0,27,0,18,5
25175,1,39.14,86.16897,26.04751,10.49374,51.0,35.0,27,0,18,5
25176,1,39.1,86.46321,25.98227,10.68331,51.0,35.0,27,0,18,5
25177,1,39.06,86.81607,26.0149,10.64772,51.0,35.0,27,0,18,5
25178,1,39.02,87.12132,25.92019,10.84334,51.0,35.0,27,0,18,5
25179,1,38.98,87.4115,25.78865,10.98218,51.0,35.0,27,0,18,5
25180,1,38.94,87.70034,25.8764,10.79261,51.0,35.0,27,0,18,5
25181,1,38.9,87.90809,25.69319,10.86609,51.0,35.0,27,0,18,5
25182,1,38.86,88.15173,25.42548,10.95609,51.0,35.0,27,0,18,5
25183,1,38.82,88.5775,25.69925,10.39957,51.0,35.0,27,0,18,5
25184,1,38.78,88.86731,25.7229,10.15588,51.0,35.0,27,0,18,5
25185,1,38.74,89.07964,25.54986,10.02567,51.0,35.0,27,0,18,5
25186,1,38.7,89.07236,25.41274,10.0615,51.0,35.0,27,0,18,5
25187,1,38.66,89.04962,25.23963,10.16296,51.0,35.0,27,0,18,5
25188,1,38.62,88.84655,24.83162,10.64895,51.0,35.0,27,0,18,4
25189,1,38.58,88.81989,24.76159,10.53149,51.0,35.0,27,0,18,4
25190,1,38.54,88.83114,24.75255,10.34122,51.0,35.0,27,0,18,4
25191,1,38.5,88.62039,24.22083,10.72694,51.0,35.0,27,0,18,4
25192,1,38.46,88.46186,24.08765,10.558,51.0,35.0,27,0,18,4
25193,1,38.42,88.38106,23.86045,10.56018,51.0,35.0,27,0,18,4
25194,1,38.38,88.24147,23.63563,10.39157,51.0,35.0,27,0,18,4
25195,1,38.34,88.02076,22.56026,10.96052,51.0,35.0,27,0,18,4
25196,1,38.3,88.02107,23.23405,9.85669,51.0,35.0,27,0,18,4
25197,1,38.26,88.00065,22.94079,9.59328,51.0,35.0,27,0,18,4
25198,1,38.22,87.9076,22.7383,9.49561,51.0,35.0,27,0,18,4
25199,1,38.18,87.91048,22.80189,9.4034,51.0,35.0,27,0,18,4
25200,1,38.14,87.96287,22.63783,9.35873,51.0,35.0,27,0,18,4
25201,1,38.1,88.00021,22.61456,9.13712,51.0,35.0,27,0,18,4
25202,1,38.06,87.97254,22.25972,9.19405,51.0,35.0,27,0,18,4
25203,1,38.02,88.04127,22.07572,9.01473,51.0,35.0,27,0,18,4
25204,1,37.98,87.91419,21.84726,8.98869,51.0,35.0,27,0,18,4
25205,1,37.94,87.84998,21.7163,8.37337,51.0,35.0,27,0,18,4
25206,1,37.9,87.74519,21.79404,7.57012,51.0,35.0,27,0,18,4
25207,1,37.86,87.77459,21.35554,7.54324,51.0,35.0,27,0,18,4
25208,1,37.82,87.72948,21.36767,7.30574,51.0,35.0,27,0,18,4
25209,1,37.78,87.59862,21.45261,6.73239,51.0,35.0,27,0,18,4
25210,1,37.74,87.36724,21.24843,6.54863,51.0,35.0,27,0,18,4
25211,1,37.7,87.10458,21.21439,6.26574,51.0,35.0,27,0,18,4
25212,1,37.66,87.22758,21.17328,6.02994,51.0,35.0,27,0,18,4
25213,1,37.62,87.34691,21.13523,5.792,51.0,35.0,27,0,18,4
25214,1,37.58,87.4059,20.72983,6.15418,51.0,35.0,27,0,18,4
25215,1,37.54,87.47237,20.73997,5.57103,51.0,35.0,27,0,18,4
25216,1,37.5,87.39977,20.76884,4.98926,51.0,35.0,27,0,18,4
25217,1,37.46,87.52764,20.51133,4.86932,51.0,35.0,27,0,18,4
25218,1,37.42,87.51517,20.42954,4.5266,51.0,35.0,27,0,18,4
25219,1,37.38,87.5161,20.22392,4.29182,51.0,35.0,27,0,18,4
25220,1,37.34,87.60742,20.04683,4.00833,51.0,35.0,27,0,18,4
25221,1,37.3,87.72855,19.87397,3.5866,51.0,35.0,27,0,18,3
25222,1,37.26,87.83811,19.80177,3.40965,51.0,35.0,27,0,18,3
25223,1,37.22,87.80558,19.51971,3.45383,51.0,35.0,27,0,18,3
25224,1,37.18,87.68343,19.36158,3.13673,51.0,35.0,27,0,18,3
25225,1,37.14,87.53559,18.86309,3.54898,51.0,35.0,27,0,18,3
25226,1,37.1,87.36164,18.58306,3.25314,51.0,35.0,27,0,18,3
25227,1,37.06,87.13837,18.11772,3.44404,51.0,35.0,27,0,18,3
25228,1,37.02,86.85863,17.64806,3.13923,51.0,35.0,27,0,18,3
25229,1,36.98,86.53283,17.35253,2.73582,51.0,35.0,27,0,18,3
25230,1,36.94,86.14215,17.13569,1.83929,51.0,35.0,27,0,18,3
25231,1,36.9,85.92679,16.5982,0.96377,51.0,35.0,27,0,18,3
25232,1,36.86,85.81131,16.12785,0.22628,51.0,35.0,27,0,18,3
25233,1,36.82,85.82127,15.95979,0.77158,51.0,35.0,27,0,18,3
25234,1,36.78,85.9508,15.74952,1.40117,51.0,35.0,27,0,18,3
25235,1,36.74,85.88489,15.41664,2.26367,51.0,35.0,27,0,18,3
25236,1,36.7,85.5878,15.23597,2.53628,51.0,35.0,27,0,18,3
25237,1,36.66,85.17466,14.93912,2.79651,51.0,35.0,27,0,18,2
25238,1,36.62,84.63362,14.45813,3.33524,51.0,35.0,27,0,18,2
25239,1,36.58,83.8549,14.18256,3.39452,51.0,35.0,27,0,17,2
25240,1,36.54,82.89023,14.04533,3.27128,51.0,35.0,27,0,17,2
25241,1,36.5,82.00522,13.69774,3.42675,51.0,35.0,27,0,17,2
25242,1,36.46,81.0269,13.72105,2.99313,51.0,35.0,27,0,17,2
25243,1,36.42,80.07723,13.5465,2.97274,51.0,35.0,27,0,17,2
25244,1,36.38,79.05647,13.40361,2.61272,51.0,35.0,27,0,16,2
25245,1,36.34,78.09982,13.35502,2.29411,51.0,35.0,27,0,16,2
25246,1,36.3,77.0556,13.54806,1.43329,51.0,35.0,27,0,16,2
25247,1,36.26,76.12124,13.62044,0.62477,51.0,35.0,27,0,16,2
25248,1,36.22,75.39891,13.75775,0.5757,51.0,35.0,27,0,16,2
25249,1,36.18,74.93892,13.85202,1.32739,51.0,35.0,27,0,15,2
25250,1,36.14,74.48458,13.96824,1.93802,51.0,35.0,27,0,15,2
25251,1,36.1,74.03084,14.00828,2.50858,51.0,35.0,27,0,15,2
25252,1,36.06,73.54164,14.26094,2.92864,51.0,35.0,27,0,15,2
25253,1,36.02,73.15415,14.3796,3.16378,51.0,35.0,27,0,15,2
25254,1,35.98,72.61339,14.62061,3.6197,51.0,35.0,27,0,15,2
25255,1,35.94,72.14174,14.71037,3.722,51.0,35.0,27,0,15,2
25256,1,35.9,71.35942,14.52017,4.18798,51.0,35.0,27,0,15,2
25257,1,35.86,70.62397,14.58249,4.24013,51.0,35.0,27,0,15,2
25258,1,35.82,69.9505,14.67482,4.29334,51.0,35.0,27,0,14,2
25259,1,35.78,69.2154,14.38405,4.46548,51.0,35.0,27,0,14,2
25260,1,35.74,68.38217,14.11882,4.64488,51.0,35.0,27,0,14,2
25261,1,35.7,67.43584,13.97746,4.52463,51.0,35.0,27,0,14,2
25262,1,35.66,66.42437,14.10331,4.02074,51.0,35.0,27,0,14,2
25263,1,35.62,65.28447,13.98408,3.60167,51.0,35.0,27,0,13,2
25264,1,35.58,64.22741,13.45129,3.42221,51.0,35.0,27,0,13,2
25265,1,35.54,63.21617,13.67021,2.34262,51.0,35.0,27,0,13,2
25266,1,35.5,62.27448,13.80601,1.23393,51.0,35.0,27,0,13,2
25267,1,35.46,61.28557,13.87138,0.3654,51.0,35.0,27,0,13,2
25268,1,35.42,60.98968,13.72823,1.07842,51.0,35.0,27,0,12,2
