,period,time,x,y,z,possession_start,possession_end,possession_number,scored,x_bin,y_bin
0,1,719.0,37.04728,15.02163,6.44393,720.0,703.0,1,1,7,3
1,1,718.96,36.30142,14.70948,6.12091,720.0,703.0,1,1,7,2
2,1,718.92,35.67854,14.33637,5.70189,720.0,703.0,1,1,7,2
3,1,718.88,34.8453,13.68251,5.15255,720.0,703.0,1,1,7,2
4,1,718.84,34.18749,13.5508,4.64143,720.0,703.0,1,1,7,2
5,1,718.8,33.47255,13.2378,4.02782,720.0,703.0,1,1,7,2
6,1,718.76,32.69181,12.95245,3.34812,720.0,703.0,1,1,6,2
7,1,718.72,31.98002,12.53271,2.71626,720.0,703.0,1,1,6,2
8,1,718.68,31.33505,12.09112,1.86595,720.0,703.0,1,1,6,2
9,1,718.64,30.54265,11.7717,1.06836,720.0,703.0,1,1,6,2
10,1,718.6,29.89658,11.38239,0.39981,720.0,703.0,1,1,6,2
11,1,718.56,29.26563,11.1709,1.09644,720.0,703.0,1,1,6,2
12,1,718.52,28.68319,11.05774,1.72411,720.0,703.0,1,1,6,2
13,1,718.48,28.26477,10.77609,2.17789,720.0,703.0,1,1,6,2
14,1,718.44,27.68684,10.37446,2.86588,720.0,703.0,1,1,5,2
15,1,718.4,27.02889,10.47898,3.14951,720.0,703.0,1,1,5,2
16,1,718.36,26.53446,10.256,3.51495,720.0,703.0,1,1,5,2
17,1,718.32,26.0566,10.08236,3.716,720.0,703.0,1,1,5,2
18,1,718.28,25.54057,9.96165,4.28596,720.0,703.0,1,1,5,1
19,1,718.24,24.92802,9.63276,4.45958,720.0,703.0,1,1,5,1
20,1,718.2,24.38253,9.52993,4.57864,720.0,703.0,1,1,5,1
21,1,718.16,23.91628,9.43661,4.64765,720.0,703.0,1,1,5,1
22,1,718.12,23.4816,9.31309,4.85551,720.0,703.0,1,1,4,1
23,1,718.08,22.96887,8.86816,4.80996,720.0,703.0,1,1,4,1
24,1,718.04,22.20375,8.9561,4.73109,720.0,703.0,1,1,4,1
25,1,718.0,21.84367,8.56918,4.71142,720.0,703.0,1,1,4,1
26,1,717.96,21.20308,8.55091,4.62605,720.0,703.0,1,1,4,1
27,1,717.92,20.82413,8.2384,4.33275,720.0,703.0,1,1,4,1
28,1,717.88,20.32666,8.00588,4.17302,720.0,703.0,1,1,4,1
29,1,717.84,19.73139,7.83834,3.92107,720.0,703.0,1,1,4,1
30,1,717.8,19.28243,7.73277,3.71088,720.0,703.0,1,1,4,1
31,1,717.76,18.98356,7.61639,3.51639,720.0,703.0,1,1,4,1
32,1,717.72,18.63749,7.43688,3.51011,720.0,703.0,1,1,3,1
33,1,717.68,18.34338,7.31131,3.42762,720.0,703.0,1,1,3,1
