game_id,possession_number,period,possession_start_elapsed,possession_end_elapsed,offense_team_id,points_scored,event_count
21500390,1,1,0,24,1610612748,0,3
21500390,2,1,27,27,1610612761,2,1
21500390,3,1,27,27,1610612761,1,2
21500390,4,1,51,52,1610612748,0,2
21500390,5,1,69,69,1610612761,2,1
21500390,6,1,84,84,1610612748,3,1
21500390,7,1,102,103,1610612761,0,2
21500390,8,1,114,114,1610612748,2,1
21500390,9,1,132,132,1610612761,2,1
21500390,10,1,153,153,1610612748,0,1
21500390,11,1,159,159,1610612761,2,1
21500390,12,1,178,178,1610612748,2,1
21500390,13,1,178,178,1610612748,1,2
21500390,14,1,194,195,1610612761,0,2
21500390,15,1,204,204,1610612748,0,1
21500390,16,1,221,221,1610612761,2,1
21500390,17,1,240,241,1610612748,0,2
21500390,18,1,257,258,1610612761,0,2
21500390,19,1,264,264,1610612748,2,1
21500390,20,1,279,279,1610612761,0,1
21500390,21,1,293,293,1610612748,2,1
21500390,22,1,304,305,1610612761,0,2
21500390,23,1,316,316,1610612748,2,1
21500390,24,1,339,339,1610612761,3,1
21500390,25,1,356,356,1610612748,1,4
21500390,26,1,364,380,1610612761,0,6
21500390,27,1,384,384,1610612748,0,1
21500390,28,1,390,391,1610612761,0,2
21500390,29,1,401,401,1610612748,0,2
21500390,30,1,403,415,1610612761,2,2
21500390,31,1,433,437,1610612748,2,3
21500390,32,1,449,449,1610612761,2,1
21500390,33,1,460,460,1610612748,2,1
21500390,34,1,474,475,1610612761,0,2
21500390,35,1,484,485,1610612748,0,2
21500390,36,1,489,495,1610612761,2,6
21500390,37,1,511,512,1610612748,0,2
21500390,38,1,531,532,1610612761,0,2
21500390,39,1,535,535,1610612748,2,1
21500390,40,1,556,556,1610612761,3,1
21500390,41,1,578,578,1610612748,2,1
21500390,42,1,597,614,1610612761,0,5
21500390,43,1,631,632,1610612748,0,2
21500390,44,1,639,649,1610612761,2,5
21500390,45,1,666,666,1610612748,2,3
21500390,46,1,674,674,1610612761,2,3
21500390,47,1,693,700,1610612748,0,4
21500390,48,1,719,720,1610612761,0,2
21500390,49,2,720,735,1610612761,0,3
21500390,50,2,752,752,1610612748,0,1
21500390,51,2,760,760,1610612761,2,1
21500390,52,2,773,774,1610612748,0,2
21500390,53,2,790,791,1610612761,0,2
21500390,54,2,805,806,1610612748,0,2
21500390,55,2,815,815,1610612761,2,1
21500390,56,2,834,834,1610612748,2,1
21500390,57,2,854,871,1610612761,0,5
21500390,58,2,889,890,1610612748,0,2
21500390,59,2,904,904,1610612761,3,1
21500390,60,2,922,922,1610612748,2,1
21500390,61,2,940,941,1610612761,0,2
21500390,62,2,954,955,1610612748,0,2
21500390,63,2,961,962,1610612761,0,2
21500390,64,2,972,972,1610612748,2,1
21500390,65,2,978,989,1610612761,2,2
21500390,66,2,1005,1018,1610612748,2,4
21500390,67,2,1037,1037,1610612761,3,1
21500390,68,2,1060,1060,1610612748,2,1
21500390,69,2,1071,1072,1610612761,0,2
21500390,70,2,1082,1095,1610612748,2,4
21500390,71,2,1111,1111,1610612761,2,1
21500390,72,2,1123,1123,1610612748,2,1
21500390,73,2,1138,1139,1610612761,0,2
21500390,74,2,1145,1146,1610612748,0,2
21500390,75,2,1159,1159,1610612761,2,1
21500390,76,2,1173,1180,1610612748,3,3
21500390,77,2,1195,1195,1610612761,1,4
21500390,78,2,1218,1218,1610612748,2,1
21500390,79,2,1239,1245,1610612761,0,3
21500390,80,2,1248,1248,1610612748,3,1
21500390,81,2,1248,1248,1610612748,1,2
21500390,82,2,1266,1281,1610612761,0,4
21500390,83,2,1292,1303,1610612748,1,4
21500390,84,2,1315,1315,1610612761,2,1
21500390,85,2,1340,1340,1610612748,3,1
21500390,86,2,1362,1363,1610612761,0,2
21500390,87,2,1380,1381,1610612748,0,2
21500390,88,2,1388,1391,1610612761,1,6
21500390,89,2,1404,1404,1610612748,0,1
21500390,90,2,1409,1409,1610612761,3,1
21500390,91,2,1413,1425,1610612748,3,2
21500390,92,2,1436,1436,1610612761,0,2
21500390,93,2,1437,1437,1610612748,0,1
21500390,94,2,1439,1440,1610612761,0,2
21500390,95,3,1440,1464,1610612761,0,3
21500390,96,3,1486,1486,1610612748,2,1
21500390,97,3,1503,1504,1610612761,0,2
21500390,98,3,1516,1516,1610612748,3,1
21500390,99,3,1541,1541,1610612761,3,1
21500390,100,3,1564,1564,1610612748,2,1
21500390,101,3,1584,1584,1610612761,0,1
21500390,102,3,1587,1587,1610612748,2,1
21500390,103,3,1588,1600,1610612761,2,2
21500390,104,3,1630,1631,1610612748,0,2
21500390,105,3,1643,1643,1610612761,2,1
21500390,106,3,1661,1679,1610612761,3,4
21500390,107,3,1679,1693,1610612748,2,2
21500390,108,3,1706,1706,1610612761,2,1
21500390,109,3,1719,1735,1610612748,0,3
21500390,110,3,1746,1746,1610612761,2,1
21500390,111,3,1772,1773,1610612748,0,2
21500390,112,3,1778,1785,1610612761,2,3
21500390,113,3,1812,1813,1610612748,0,2
21500390,114,3,1829,1839,1610612761,2,2
21500390,115,3,1856,1863,1610612748,0,4
21500390,116,3,1882,1883,1610612761,0,2
21500390,117,3,1887,1887,1610612748,0,1
21500390,118,3,1904,1905,1610612761,0,2
21500390,119,3,1919,1920,1610612748,0,2
21500390,120,3,1941,1941,1610612761,2,1
21500390,121,3,1961,1961,1610612748,2,3
21500390,122,3,1978,1978,1610612761,2,3
21500390,123,3,1992,1992,1610612748,2,1
21500390,124,3,2017,2017,1610612761,2,1
21500390,125,3,2034,2034,1610612748,2,3
21500390,126,3,2053,2053,1610612761,2,1
21500390,127,3,2066,2066,1610612748,0,1
21500390,128,3,2072,2072,1610612761,3,1
21500390,129,3,2087,2099,1610612748,0,3
21500390,130,3,2109,2109,1610612761,0,1
21500390,131,3,2121,2121,1610612748,2,1
21500390,132,3,2130,2130,1610612761,0,1
21500390,133,3,2134,2134,1610612748,3,1
21500390,134,3,2156,2156,1610612761,2,1
21500390,135,3,2160,2160,1610612748,0,3
21500390,136,4,2160,2177,1610612748,2,2
21500390,137,4,2197,2197,1610612761,2,1
21500390,138,4,2211,2212,1610612748,1,4
21500390,139,4,2235,2237,1610612761,2,3
21500390,140,4,2258,2259,1610612748,0,2
21500390,141,4,2268,2269,1610612761,0,2
21500390,142,4,2280,2280,1610612748,0,1
21500390,143,4,2286,2286,1610612761,2,1
21500390,144,4,2286,2311,1610612748,0,4
21500390,145,4,2319,2320,1610612761,0,2
21500390,146,4,2330,2330,1610612748,3,1
21500390,147,4,2351,2352,1610612761,0,2
21500390,148,4,2371,2371,1610612748,0,1
21500390,149,4,2371,2393,1610612761,0,2
21500390,150,4,2412,2412,1610612748,2,1
21500390,151,4,2438,2438,1610612761,2,3
21500390,152,4,2455,2456,1610612748,0,2
21500390,153,4,2463,2463,1610612761,0,1
21500390,154,4,2478,2478,1610612748,2,3
21500390,155,4,2491,2492,1610612761,1,4
21500390,156,4,2508,2508,1610612748,2,1
21500390,157,4,2526,2526,1610612761,2,1
21500390,158,4,2543,2544,1610612748,0,2
21500390,159,4,2554,2554,1610612761,2,1
21500390,160,4,2554,2578,1610612748,0,3
21500390,161,4,2602,2603,1610612761,0,2
21500390,162,4,2615,2616,1610612748,0,2
21500390,163,4,2633,2633,1610612761,2,1
21500390,164,4,2651,2651,1610612748,3,1
21500390,165,4,2667,2667,1610612761,2,3
21500390,166,4,2683,2683,1610612748,0,1
21500390,167,4,2692,2696,1610612761,2,3
