game_id,possession_number,period,possession_start_elapsed,possession_end_elapsed,offense_team_id,points_scored,event_count
21500355,1,1,0,23,1610612761,2,3
21500355,2,1,45,46,1610612755,0,2
21500355,3,1,47,47,1610612761,0,1
21500355,4,1,64,64,1610612755,3,1
21500355,5,1,83,83,1610612761,3,1
21500355,6,1,105,105,1610612755,2,1
21500355,7,1,130,132,,0,3
21500355,8,1,143,143,1610612755,0,1
21500355,9,1,158,160,1610612761,0,2
21500355,10,1,165,187,1610612755,2,4
21500355,11,1,207,207,1610612761,0,2
21500355,12,1,214,214,1610612755,2,1
21500355,13,1,231,231,1610612761,2,1
21500355,14,1,251,251,1610612755,3,1
21500355,15,1,269,269,1610612761,1,4
21500355,16,1,290,290,1610612755,2,1
21500355,17,1,307,307,1610612761,0,1
21500355,18,1,307,318,1610612755,2,2
21500355,19,1,338,338,1610612761,2,3
21500355,20,1,349,349,1610612755,0,1
21500355,21,1,357,357,1610612761,2,1
21500355,22,1,371,371,1610612755,2,5
21500355,23,1,386,386,1610612761,2,1
21500355,24,1,397,404,1610612755,2,2
21500355,25,1,424,424,1610612761,2,1
21500355,26,1,424,443,1610612755,0,3
21500355,27,1,454,454,1610612761,2,1
21500355,28,1,469,469,1610612755,0,2
21500355,29,1,478,478,1610612761,3,1
21500355,30,1,495,507,1610612761,0,5
21500355,31,1,514,514,1610612755,1,4
21500355,32,1,535,540,1610612761,2,3
21500355,33,1,552,552,1610612755,3,1
21500355,34,1,570,570,1610612761,2,4
21500355,35,1,592,593,1610612755,0,2
21500355,36,1,597,598,1610612761,1,4
21500355,37,1,611,611,1610612755,0,1
21500355,38,1,614,614,1610612761,2,3
21500355,39,1,630,630,1610612755,0,2
21500355,40,1,647,647,1610612761,2,1
21500355,41,1,670,676,1610612755,0,6
21500355,42,1,683,683,1610612761,0,2
21500355,43,1,693,693,1610612755,0,2
21500355,44,1,713,716,,0,3
21500355,45,1,717,717,1610612755,0,1
21500355,46,1,720,720,1610612761,2,3
21500355,47,1,720,739,1610612755,2,3
21500355,48,2,755,766,1610612761,1,4
21500355,49,2,774,775,1610612755,0,2
21500355,50,2,785,785,1610612761,2,1
21500355,51,2,800,800,1610612755,0,2
21500355,52,2,806,806,1610612761,2,1
21500355,53,2,812,822,1610612755,0,3
21500355,54,2,834,842,1610612761,1,4
21500355,55,2,856,856,1610612755,0,1
21500355,56,2,877,878,1610612761,0,2
21500355,57,2,887,907,1610612761,0,6
21500355,58,2,916,916,1610612755,2,1
21500355,59,2,938,942,1610612761,0,4
21500355,60,2,956,956,1610612755,3,1
21500355,61,2,970,970,1610612761,0,2
21500355,62,2,985,985,1610612755,2,1
21500355,63,2,991,1006,1610612761,0,3
21500355,64,2,1010,1037,1610612761,0,5
21500355,65,2,1045,1045,1610612755,0,1
21500355,66,2,1057,1058,1610612761,2,5
21500355,67,2,1066,1066,1610612755,0,1
21500355,68,2,1077,1078,1610612761,0,2
21500355,69,2,1089,1089,1610612755,3,1
21500355,70,2,1116,1116,1610612761,2,1
21500355,71,2,1131,1131,1610612755,0,1
21500355,72,2,1140,1140,1610612761,3,1
21500355,73,2,1161,1161,1610612755,0,1
21500355,74,2,1167,1170,1610612761,0,2
21500355,75,2,1175,1175,1610612755,3,1
21500355,76,2,1189,1190,1610612761,0,2
21500355,77,2,1199,1199,1610612755,0,1
21500355,78,2,1215,1215,1610612761,2,1
21500355,79,2,1226,1226,1610612755,3,1
21500355,80,2,1251,1251,1610612761,0,1
21500355,81,2,1262,1262,1610612755,0,1
21500355,82,2,1262,1277,1610612761,3,2
21500355,83,2,1300,1301,1610612755,0,2
21500355,84,2,1309,1310,1610612761,0,2
21500355,85,2,1316,1317,1610612755,0,2
21500355,86,2,1337,1337,1610612761,2,1
21500355,87,2,1337,1378,1610612761,0,10
21500355,88,2,1380,1380,1610612755,0,1
21500355,89,2,1388,1405,1610612755,0,4
21500355,90,2,1413,1440,1610612755,2,5
21500355,91,3,1440,1476,1610612761,0,9
21500355,92,3,1500,1504,1610612755,0,4
21500355,93,3,1517,1517,1610612761,2,1
21500355,94,3,1534,1535,1610612755,0,2
21500355,95,3,1555,1555,1610612761,2,1
21500355,96,3,1578,1578,1610612755,0,2
21500355,97,3,1593,1593,1610612761,2,1
21500355,98,3,1593,1615,1610612755,0,3
21500355,99,3,1630,1630,1610612761,0,1
21500355,100,3,1642,1643,1610612755,0,2
