game_id,possession_number,period,possession_start_elapsed,possession_end_elapsed,offense_team_id,points_scored,event_count
21500131,1,1,0,17,1610612761,0,4
21500131,2,1,34,34,1610612740,2,1
21500131,3,1,51,58,1610612761,2,3
21500131,4,1,69,70,1610612740,0,2
21500131,5,1,88,88,1610612761,0,2
21500131,6,1,97,97,1610612740,2,1
21500131,7,1,115,116,1610612761,0,2
21500131,8,1,127,127,1610612740,2,1
21500131,9,1,149,149,1610612761,2,3
21500131,10,1,158,158,1610612740,1,4
21500131,11,1,173,173,1610612761,2,1
21500131,12,1,186,187,1610612740,0,2
21500131,13,1,197,197,1610612761,0,1
21500131,14,1,203,203,1610612740,2,1
21500131,15,1,218,224,1610612761,2,2
21500131,16,1,240,240,1610612740,0,1
21500131,17,1,263,264,,0,3
21500131,18,1,278,283,1610612740,0,3
21500131,19,1,296,296,1610612761,2,1
21500131,20,1,308,312,1610612740,3,2
21500131,21,1,332,332,1610612761,0,1
21500131,22,1,339,356,1610612740,0,4
21500131,23,1,367,367,1610612761,2,1
21500131,24,1,374,375,1610612740,0,2
21500131,25,1,385,395,1610612761,0,2
21500131,26,1,409,410,1610612740,0,2
21500131,27,1,418,418,1610612761,0,1
21500131,28,1,418,432,1610612740,2,4
21500131,29,1,448,459,1610612761,0,3
21500131,30,1,463,463,1610612740,0,2
21500131,31,1,471,474,1610612761,0,4
21500131,32,1,483,483,1610612740,0,2
21500131,33,1,500,500,1610612761,2,1
21500131,34,1,510,510,1610612740,0,1
21500131,35,1,515,516,1610612761,1,4
21500131,36,1,533,534,1610612740,0,2
21500131,37,1,544,544,1610612761,0,1
21500131,38,1,549,549,1610612740,2,1
21500131,39,1,568,569,1610612761,0,2
21500131,40,1,578,578,1610612740,0,2
21500131,41,1,588,595,1610612761,0,4
21500131,42,1,622,622,,0,1
21500131,43,1,644,662,1610612740,3,3
21500131,44,1,675,694,1610612761,2,7
21500131,45,1,713,713,1610612740,2,1
21500131,46,1,719,720,1610612761,0,2
21500131,47,1,720,720,,0,1
21500131,48,2,720,739,1610612740,2,2
21500131,49,2,763,763,1610612761,3,1
21500131,50,2,775,786,1610612740,1,4
21500131,51,2,805,807,1610612761,0,2
21500131,52,2,813,813,1610612740,2,1
21500131,53,2,826,826,1610612761,0,1
21500131,54,2,848,848,1610612740,2,1
21500131,55,2,857,874,1610612761,0,4
21500131,56,2,883,884,1610612740,0,2
21500131,57,2,897,908,1610612761,2,9
21500131,58,2,929,929,1610612740,2,1
21500131,59,2,944,944,1610612761,0,2
21500131,60,2,964,985,1610612740,1,12
21500131,61,2,1011,1011,1610612761,2,1
21500131,62,2,1029,1030,1610612740,0,2
21500131,63,2,1034,1034,1610612761,2,3
21500131,64,2,1044,1045,1610612740,1,4
21500131,65,2,1052,1052,1610612761,2,3
21500131,66,2,1069,1069,1610612740,2,1
21500131,67,2,1091,1091,1610612761,0,2
21500131,68,2,1105,1105,1610612740,0,2
21500131,69,2,1117,1117,1610612761,2,1
21500131,70,2,1128,1128,1610612740,0,2
21500131,71,2,1136,1136,1610612761,0,2
21500131,72,2,1155,1159,1610612740,2,3
21500131,73,2,1167,1180,1610612761,0,5
21500131,74,2,1193,1193,1610612740,2,1
21500131,75,2,1210,1210,1610612761,2,1
21500131,76,2,1233,1234,1610612740,0,2
21500131,77,2,1242,1259,1610612761,1,8
21500131,78,2,1271,1271,1610612740,2,1
21500131,79,2,1290,1291,1610612761,0,2
21500131,80,2,1313,1314,1610612740,0,2
21500131,81,2,1320,1320,1610612761,2,4
21500131,82,2,1332,1332,1610612740,0,2
21500131,83,2,1350,1350,1610612761,2,1
21500131,84,2,1367,1368,1610612740,0,2
21500131,85,2,1388,1388,1610612761,3,1
21500131,86,2,1407,1407,1610612740,0,2
21500131,87,2,1411,1411,1610612761,0,2
21500131,88,2,1433,1439,1610612740,0,7
21500131,89,3,1440,1452,1610612740,0,3
21500131,90,3,1468,1468,1610612761,2,1
21500131,91,3,1478,1478,1610612740,3,1
21500131,92,3,1501,1508,1610612761,2,5
21500131,93,3,1514,1514,1610612740,3,1
21500131,94,3,1533,1533,1610612761,2,1
21500131,95,3,1541,1541,1610612740,2,1
21500131,96,3,1557,1557,1610612761,2,1
21500131,97,3,1571,1571,1610612740,0,1
21500131,98,3,1584,1593,1610612761,2,3
21500131,99,3,1613,1613,1610612740,0,1
21500131,100,3,1627,1628,1610612761,0,2
21500131,101,3,1637,1637,1610612740,2,1
21500131,102,3,1658,1659,1610612761,0,2
21500131,103,3,1671,1682,1610612740,0,2
21500131,104,3,1701,1701,1610612761,3,1
21500131,105,3,1715,1723,1610612761,2,5
21500131,106,3,1735,1735,1610612740,2,1
21500131,107,3,1757,1757,1610612761,2,1
21500131,108,3,1769,1779,1610612740,0,5
21500131,109,3,1790,1790,1610612761,2,1
21500131,110,3,1790,1820,1610612761,0,4
21500131,111,3,1834,1851,1610612761,0,4
21500131,112,3,1862,1862,1610612740,1,4
21500131,113,3,1878,1878,1610612761,0,1
21500131,114,3,1888,1888,1610612740,2,1
21500131,115,3,1897,1905,1610612761,3,2
21500131,116,3,1912,1912,1610612740,0,1
21500131,117,3,1923,1923,1610612761,3,1
21500131,118,3,1948,1948,1610612740,0,1
21500131,119,3,1960,1961,1610612761,0,2
21500131,120,3,1968,1972,1610612740,0,4
21500131,121,3,1978,1978,1610612761,0,2
21500131,122,3,1978,1992,1610612740,1,4
21500131,123,3,1997,1997,1610612761,2,1
21500131,124,3,2008,2008,1610612740,3,1
21500131,125,3,2026,2026,1610612761,0,2
21500131,126,3,2039,2039,1610612740,2,1
21500131,127,3,2047,2069,1610612761,2,4
21500131,128,3,2092,2092,1610612740,0,2
21500131,129,3,2117,2118,1610612761,0,2
21500131,130,3,2125,2126,1610612740,0,2
21500131,131,3,2135,2135,1610612761,3,1
21500131,132,3,2154,2160,1610612740,0,3
21500131,133,4,2160,2176,1610612761,2,2
21500131,134,4,2198,2199,1610612740,0,2
21500131,135,4,2210,2211,1610612761,0,2
21500131,136,4,2227,2231,1610612740,0,3
21500131,137,4,2241,2241,1610612761,2,3
21500131,138,4,2254,2254,1610612740,2,1
21500131,139,4,2266,2277,1610612761,0,2
21500131,140,4,2283,2284,1610612740,0,2
21500131,141,4,2296,2297,1610612761,2,3
21500131,142,4,2297,2298,1610612761,0,3
21500131,143,4,2306,2313,1610612740,0,3
21500131,144,4,2330,2331,1610612761,0,2
21500131,145,4,2341,2350,1610612740,1,7
21500131,146,4,2364,2364,1610612761,2,1
21500131,147,4,2382,2394,1610612740,2,3
21500131,148,4,2411,2411,1610612761,3,1
21500131,149,4,2424,2425,1610612740,0,2
21500131,150,4,2441,2441,1610612761,3,1
21500131,151,4,2452,2452,1610612740,0,2
21500131,152,4,2463,2474,1610612761,2,2
21500131,153,4,2494,2499,1610612740,1,7
21500131,154,4,2517,2517,1610612761,3,1
21500131,155,4,2531,2531,1610612740,0,1
21500131,156,4,2542,2542,1610612761,0,1
21500131,157,4,2550,2550,1610612740,3,1
21500131,158,4,2577,2577,1610612761,2,1
21500131,159,4,2588,2588,1610612740,3,1
21500131,160,4,2608,2608,1610612761,0,2
21500131,161,4,2621,2621,1610612740,2,1
21500131,162,4,2639,2639,1610612761,2,1
21500131,163,4,2651,2654,1610612740,0,3
21500131,164,4,2656,2656,1610612761,2,3
21500131,165,4,2669,2670,1610612740,0,2
21500131,166,4,2679,2679,1610612761,2,3
21500131,167,4,2696,2696,1610612740,2,3
21500131,168,4,2710,2710,1610612761,0,1
21500131,169,4,2716,2716,1610612740,2,1
21500131,170,4,2731,2731,1610612761,1,5
21500131,171,4,2739,2739,1610612740,2,3
21500131,172,4,2759,2783,1610612740,0,4
21500131,173,4,2800,2801,1610612761,0,2
21500131,174,4,2815,2815,1610612740,0,2
21500131,175,4,2824,2825,1610612761,0,2
21500131,176,4,2837,2837,1610612740,0,2
21500131,177,4,2856,2856,1610612761,0,1
21500131,178,4,2870,2870,1610612740,0,2
