run_id,profile,scope,config_id,design,varied_parameter,varied_value,n_bootstraps,possessions_per_bootstrap,samples_per_possession,source_possessions,status,elapsed_seconds,lambda_qut,lambda_max_obs,lambda_ci_low,lambda_ci_high,p_value,reject_qut,error,simulation_tag,run_seed
high_y_side__quarter_2__config_05,high_y_side,quarter_2,5,one_factor_sweep,possessions_per_bootstrap,10000.0,100,10000,200,230,ok,130.3132585000003,51.46786555945911,1030.039428503514,996.885274413154,1046.391871336961,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,147
high_y_side__quarter_3__config_05,high_y_side,quarter_3,5,one_factor_sweep,possessions_per_bootstrap,10000.0,100,10000,200,230,ok,132.99840249999988,56.00923432643516,749.3915902288846,743.8522100596383,799.175560007956,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,147
high_y_side__quarter_4__config_05,high_y_side,quarter_4,5,one_factor_sweep,possessions_per_bootstrap,10000.0,100,10000,200,230,ok,143.3720303,52.34229655773453,923.4589747314992,901.2936874716164,963.0100624528026,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,147
high_y_side__full_game__config_06,high_y_side,full_game,6,one_factor_sweep,samples_per_possession,50.0,100,1000,50,920,ok,33.21193869999979,13.346035922392204,54.57386449302373,56.25652596712053,69.39663423446464,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,148
high_y_side__quarter_1__config_06,high_y_side,quarter_1,6,one_factor_sweep,samples_per_possession,50.0,100,1000,50,230,ok,34.23156599999993,13.498432429259314,69.23527241883353,62.21942857264283,76.32893508531515,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,148
high_y_side__quarter_2__config_06,high_y_side,quarter_2,6,one_factor_sweep,samples_per_possession,50.0,100,1000,50,230,ok,29.977305299999895,13.411097571967153,67.85080967888902,61.574842886109984,75.22053396984701,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,148
high_y_side__quarter_3__config_06,high_y_side,quarter_3,6,one_factor_sweep,samples_per_possession,50.0,100,1000,50,230,ok,30.97980349999989,14.372321822390443,55.94500150464409,44.76026402176637,58.9651790591948,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,148
high_y_side__quarter_4__config_06,high_y_side,quarter_4,6,one_factor_sweep,samples_per_possession,50.0,100,1000,50,230,ok,33.62301830000024,14.277429209574832,62.04947541444,56.89614587617935,71.83269872316018,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,148
high_y_side__full_game__config_07,high_y_side,full_game,7,one_factor_sweep,samples_per_possession,100.0,100,1000,100,920,ok,37.536778799999865,15.33091326414713,80.31686952632805,72.50836462077852,90.2357215914148,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,149
high_y_side__quarter_1__config_07,high_y_side,quarter_1,7,one_factor_sweep,samples_per_possession,100.0,100,1000,100,230,ok,36.29098609999983,15.705048048122338,84.03693332108531,82.2555926009448,97.95761342815246,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,149
high_y_side__quarter_2__config_07,high_y_side,quarter_2,7,one_factor_sweep,samples_per_possession,100.0,100,1000,100,230,ok,40.70452679999971,14.81842503669169,84.17491356931077,78.32076610649922,96.10776528612216,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,149
high_y_side__quarter_3__config_07,high_y_side,quarter_3,7,one_factor_sweep,samples_per_possession,100.0,100,1000,100,230,ok,36.671054399999775,15.885403335910132,69.32947664043822,58.15092160329009,75.60110737118282,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,149
high_y_side__quarter_4__config_07,high_y_side,quarter_4,7,one_factor_sweep,samples_per_possession,100.0,100,1000,100,230,ok,35.08716050000021,14.026700549758058,76.54533849048663,73.94337363379903,88.28897436902997,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,149
high_y_side__full_game__config_08,high_y_side,full_game,8,one_factor_sweep,samples_per_possession,150.0,100,1000,150,920,ok,33.52548680000018,16.303474186709696,88.78782767432817,79.62124132494019,97.32468684909108,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,150
high_y_side__quarter_1__config_08,high_y_side,quarter_1,8,one_factor_sweep,samples_per_possession,150.0,100,1000,150,230,ok,35.398103399999854,17.430435718623244,103.35395690137074,90.49682941954369,108.58761475532806,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,150
high_y_side__quarter_2__config_08,high_y_side,quarter_2,8,one_factor_sweep,samples_per_possession,150.0,100,1000,150,230,ok,31.278193499999816,16.080129230885696,90.99319505627236,88.23060992387244,105.43699224561554,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,150
high_y_side__quarter_3__config_08,high_y_side,quarter_3,8,one_factor_sweep,samples_per_possession,150.0,100,1000,150,230,ok,47.63555620000034,15.423065678055176,77.38543168783704,63.99851460428129,86.01605207518648,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,150
high_y_side__quarter_4__config_08,high_y_side,quarter_4,8,one_factor_sweep,samples_per_possession,150.0,100,1000,150,230,ok,34.05954990000009,17.12170827823769,86.62269535085501,80.03509008926034,97.5944648700051,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,150
high_y_side__full_game__config_09,high_y_side,full_game,9,one_factor_sweep,samples_per_possession,250.0,100,1000,250,920,ok,37.3971118999998,17.551746591288744,96.40888741724002,86.92675068606366,104.95016017251764,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,151
high_y_side__quarter_1__config_09,high_y_side,quarter_1,9,one_factor_sweep,samples_per_possession,250.0,100,1000,250,230,ok,36.78049060000012,16.688855748151912,106.59725869387724,97.09470985467884,116.89685104662522,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,151
high_y_side__quarter_2__config_09,high_y_side,quarter_2,9,one_factor_sweep,samples_per_possession,250.0,100,1000,250,230,ok,37.12439499999982,17.314466374717778,103.57587554095466,96.64667676928346,115.500693652977,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,151
high_y_side__quarter_3__config_09,high_y_side,quarter_3,9,one_factor_sweep,samples_per_possession,250.0,100,1000,250,230,ok,24.57118739999987,16.985983740322034,72.92171177940959,70.28328781592981,92.30462948467031,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,151
high_y_side__quarter_4__config_09,high_y_side,quarter_4,9,one_factor_sweep,samples_per_possession,250.0,100,1000,250,230,ok,22.23240269999997,17.940363725547332,92.3491731762214,86.05016219982822,107.55863473900796,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,151
high_y_side__full_game__config_10,high_y_side,full_game,10,individual_profile_like,,,100,10000,150,920,ok,126.97839360000036,48.813354113500935,880.7502890038892,854.5880110699183,919.3182555859172,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,152
high_y_side__quarter_1__config_10,high_y_side,quarter_1,10,individual_profile_like,,,100,10000,150,230,ok,127.57101310000009,58.66533120675364,1006.5955656049296,963.32287367127,1020.2472002698568,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,152
high_y_side__quarter_2__config_10,high_y_side,quarter_2,10,individual_profile_like,,,100,10000,150,230,ok,125.25713749999976,46.96582933609978,966.2337870168552,931.6165482613704,991.1341551574636,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,152
high_y_side__quarter_3__config_10,high_y_side,quarter_3,10,individual_profile_like,,,100,10000,150,230,ok,117.13156489999984,46.111003948042736,751.512665169631,708.7954532922278,762.1878593269206,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,152
high_y_side__quarter_4__config_10,high_y_side,quarter_4,10,individual_profile_like,,,100,10000,150,230,ok,113.13946869999928,48.90865073811141,896.8044038922831,856.8446537000152,932.033263988906,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,152
low_y_side__full_game__config_00,low_y_side,full_game,0,baseline,,,100,1000,200,920,ok,27.77203480000003,17.46267705455952,87.4237678664284,77.82836469352235,96.76662881950452,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,142
low_y_side__quarter_1__config_00,low_y_side,quarter_1,0,baseline,,,100,1000,200,230,ok,26.9718398,17.568910833722295,94.6527797431648,81.29244248147072,98.60084153866944,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,142
low_y_side__quarter_2__config_00,low_y_side,quarter_2,0,baseline,,,100,1000,200,230,ok,20.43492779999997,15.548839761880393,96.81549449072956,88.48729315753242,108.47893179692277,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,142
low_y_side__quarter_3__config_00,low_y_side,quarter_3,0,baseline,,,100,1000,200,230,ok,39.087979700000005,17.801952704053303,84.27202043429936,83.44226770089473,103.5234037024703,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,142
low_y_side__quarter_4__config_00,low_y_side,quarter_4,0,baseline,,,100,1000,200,230,ok,42.49671179999996,15.951481098056632,69.59587230562448,69.04727800130328,87.14184820680646,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,142
low_y_side__full_game__config_01,low_y_side,full_game,1,one_factor_sweep,n_bootstraps,10.0,10,1000,200,920,ok,21.87730210000018,17.16045254538049,82.6175900524366,78.26717463781459,93.46724841608594,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,143
low_y_side__quarter_1__config_01,low_y_side,quarter_1,1,one_factor_sweep,n_bootstraps,10.0,10,1000,200,230,ok,16.34551160000001,16.512098751815998,81.42288168396998,78.668685301244,97.46797664324365,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,143
low_y_side__quarter_2__config_01,low_y_side,quarter_2,1,one_factor_sweep,n_bootstraps,10.0,10,1000,200,230,ok,16.075437199999897,15.1229725077805,91.26702021768742,91.56840415671992,105.81998410369634,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,143
low_y_side__quarter_3__config_01,low_y_side,quarter_3,1,one_factor_sweep,n_bootstraps,10.0,10,1000,200,230,ok,24.481381400000146,15.46503082872108,101.9741553957079,84.80577663457022,101.91967483784669,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,143
low_y_side__quarter_4__config_01,low_y_side,quarter_4,1,one_factor_sweep,n_bootstraps,10.0,10,1000,200,230,ok,11.461146999999984,15.767586169837465,80.05152070784304,71.60208734423573,88.17541304570288,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,143
low_y_side__full_game__config_02,low_y_side,full_game,2,one_factor_sweep,n_bootstraps,50.0,50,1000,200,920,ok,25.20022590000008,15.932423883106368,86.03774524444923,77.80548429504124,96.02214701069389,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,144
low_y_side__quarter_1__config_02,low_y_side,quarter_1,2,one_factor_sweep,n_bootstraps,50.0,50,1000,200,230,ok,27.211146999999983,18.707713683935577,87.5379455366465,80.97899985256872,99.68158450535024,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,144
low_y_side__quarter_2__config_02,low_y_side,quarter_2,2,one_factor_sweep,n_bootstraps,50.0,50,1000,200,230,ok,34.45669880000014,16.904510554809356,99.1596095871968,90.37159841672802,110.88966890105516,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,144
low_y_side__quarter_3__config_02,low_y_side,quarter_3,2,one_factor_sweep,n_bootstraps,50.0,50,1000,200,230,ok,34.105251899999985,15.683144499323664,89.84322703536303,83.90562637504823,103.38519098175034,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,144
low_y_side__quarter_4__config_02,low_y_side,quarter_4,2,one_factor_sweep,n_bootstraps,50.0,50,1000,200,230,ok,33.26150430000007,17.355986228013613,79.81739087692733,69.34046798604432,85.54721171046889,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,144
low_y_side__full_game__config_03,low_y_side,full_game,3,one_factor_sweep,n_bootstraps,500.0,500,1000,200,920,ok,132.2156927000001,16.788982734359124,89.9689051089421,76.21402538343831,97.27365053390072,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,145
low_y_side__quarter_1__config_03,low_y_side,quarter_1,3,one_factor_sweep,n_bootstraps,500.0,500,1000,200,230,ok,120.03160750000006,16.88249926927325,96.8851631132226,78.93958487303499,98.89067534948438,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,145
low_y_side__quarter_2__config_03,low_y_side,quarter_2,3,one_factor_sweep,n_bootstraps,500.0,500,1000,200,230,ok,135.33775570000012,16.87840765656116,99.60092109235885,88.81033376625487,110.13931757898168,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,145
low_y_side__quarter_3__config_03,low_y_side,quarter_3,3,one_factor_sweep,n_bootstraps,500.0,500,1000,200,230,ok,121.20205750000014,17.468674013478633,93.29814909691456,81.50040170157747,101.8501636043152,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,145
low_y_side__quarter_4__config_03,low_y_side,quarter_4,3,one_factor_sweep,n_bootstraps,500.0,500,1000,200,230,ok,128.36091940000006,17.387320227730655,73.08377919029732,68.40091099675341,88.2460176234541,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,145
low_y_side__full_game__config_04,low_y_side,full_game,4,one_factor_sweep,possessions_per_bootstrap,100.0,100,100,200,920,ok,17.291520799999944,5.75694820404023,8.994293492517587,5.865339514160754,11.904251918496923,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,146
low_y_side__quarter_1__config_04,low_y_side,quarter_1,4,one_factor_sweep,possessions_per_bootstrap,100.0,100,100,200,230,ok,29.74239720000014,5.011809375321792,8.135395199594736,5.981857061474747,12.220361692848895,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,146
low_y_side__quarter_2__config_04,low_y_side,quarter_2,4,one_factor_sweep,possessions_per_bootstrap,100.0,100,100,200,230,ok,21.40965499999993,5.2576603667073005,12.464051378704443,5.840774175110463,13.04669653332994,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,146
low_y_side__quarter_3__config_04,low_y_side,quarter_3,4,one_factor_sweep,possessions_per_bootstrap,100.0,100,100,200,230,ok,24.139836599999853,5.210243352485319,8.582116986089158,6.484507141316796,12.298398913893717,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,146
low_y_side__quarter_4__config_04,low_y_side,quarter_4,4,one_factor_sweep,possessions_per_bootstrap,100.0,100,100,200,230,ok,25.474740299999667,5.6835347984177975,7.767565062052187,5.982122098427415,10.770490359975485,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,146
low_y_side__full_game__config_05,low_y_side,full_game,5,one_factor_sweep,possessions_per_bootstrap,10000.0,100,10000,200,920,ok,151.87454799999978,49.36152748623177,855.3092134410624,827.5323609146368,901.594487612463,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,147
low_y_side__quarter_1__config_05,low_y_side,quarter_1,5,one_factor_sweep,possessions_per_bootstrap,10000.0,100,10000,200,230,ok,131.06784310000012,56.99114767996954,867.3450139101906,862.6420657795162,922.8297328283082,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,147
low_y_side__quarter_2__config_05,low_y_side,quarter_2,5,one_factor_sweep,possessions_per_bootstrap,10000.0,100,10000,200,230,ok,129.4523795,51.14121350291289,995.7351282173493,964.3526147632358,1033.3931109045363,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,147
low_y_side__quarter_3__config_05,low_y_side,quarter_3,5,one_factor_sweep,possessions_per_bootstrap,10000.0,100,10000,200,230,ok,132.17318010000008,54.36665088747299,884.7188875564149,882.0960850231796,945.2014489706268,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,147
low_y_side__quarter_4__config_05,low_y_side,quarter_4,5,one_factor_sweep,possessions_per_bootstrap,10000.0,100,10000,200,230,ok,130.6165188,53.86212255826117,765.3736652273029,739.3160171295332,805.6582239840236,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,147
low_y_side__full_game__config_06,low_y_side,full_game,6,one_factor_sweep,samples_per_possession,50.0,100,1000,50,920,ok,19.6306368999999,13.490611959086356,60.7810025200302,54.04680322677844,70.35340200630836,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,148
low_y_side__quarter_1__config_06,low_y_side,quarter_1,6,one_factor_sweep,samples_per_possession,50.0,100,1000,50,230,ok,21.79297799999995,12.895755319760273,61.294216500873866,55.444611517594126,70.13074934721611,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,148
low_y_side__quarter_2__config_06,low_y_side,quarter_2,6,one_factor_sweep,samples_per_possession,50.0,100,1000,50,230,ok,21.667412199999944,12.12855707568754,65.7314754559988,63.36266668217741,78.40337776228623,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,148
low_y_side__quarter_3__config_06,low_y_side,quarter_3,6,one_factor_sweep,samples_per_possession,50.0,100,1000,50,230,ok,30.10679660000005,14.06583680762573,59.49959960997334,58.048375600710806,71.63385852693112,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,148
low_y_side__quarter_4__config_06,low_y_side,quarter_4,6,one_factor_sweep,samples_per_possession,50.0,100,1000,50,230,ok,32.059152699999686,13.986596763257344,55.33535758524889,49.87020859256787,63.89249216540484,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,148
low_y_side__full_game__config_07,low_y_side,full_game,7,one_factor_sweep,samples_per_possession,100.0,100,1000,100,920,ok,34.49114349999991,15.326355296570163,70.7745234779705,69.66548501762978,86.26211944153614,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,149
low_y_side__quarter_1__config_07,low_y_side,quarter_1,7,one_factor_sweep,samples_per_possession,100.0,100,1000,100,230,ok,35.48276200000009,15.80973163816468,78.6385972065443,70.13303204912265,86.57048612598481,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,149
low_y_side__quarter_2__config_07,low_y_side,quarter_2,7,one_factor_sweep,samples_per_possession,100.0,100,1000,100,230,ok,36.51063329999988,14.960525293256431,88.82373816270017,74.77664206427707,95.1586585008023,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,149
low_y_side__quarter_3__config_07,low_y_side,quarter_3,7,one_factor_sweep,samples_per_possession,100.0,100,1000,100,230,ok,37.20183429999997,15.146968264216362,84.5584381707874,71.17128645672496,90.56735771464598,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,149
low_y_side__quarter_4__config_07,low_y_side,quarter_4,7,one_factor_sweep,samples_per_possession,100.0,100,1000,100,230,ok,35.356536700000106,14.317607394446272,69.24245535934261,59.994144600022125,75.46325619790358,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,149
low_y_side__full_game__config_08,low_y_side,full_game,8,one_factor_sweep,samples_per_possession,150.0,100,1000,150,920,ok,42.4363059999996,16.744028719636812,84.43056830825113,77.09145678379106,93.38856026211326,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,150
low_y_side__quarter_1__config_08,low_y_side,quarter_1,8,one_factor_sweep,samples_per_possession,150.0,100,1000,150,230,ok,39.83078149999983,17.27828127344187,86.3319185935841,77.75454320786042,95.5021902034725,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,150
low_y_side__quarter_2__config_08,low_y_side,quarter_2,8,one_factor_sweep,samples_per_possession,150.0,100,1000,150,230,ok,36.72005779999972,16.106549164631318,91.29218700963132,85.97167304001981,105.5262468983683,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,150
low_y_side__quarter_3__config_08,low_y_side,quarter_3,8,one_factor_sweep,samples_per_possession,150.0,100,1000,150,230,ok,33.42359039999974,16.397885235938897,82.4402569697226,77.82822448346981,100.04202576335614,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,150
low_y_side__quarter_4__config_08,low_y_side,quarter_4,8,one_factor_sweep,samples_per_possession,150.0,100,1000,150,230,ok,36.41744200000039,16.006140788522508,76.27983035544212,65.79051990440635,82.18776373960709,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,150
low_y_side__full_game__config_09,low_y_side,full_game,9,one_factor_sweep,samples_per_possession,250.0,100,1000,250,920,ok,39.01697049999984,18.271122794582343,96.97386355119788,78.15525696729365,102.47264842638737,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,151
low_y_side__quarter_1__config_09,low_y_side,quarter_1,9,one_factor_sweep,samples_per_possession,250.0,100,1000,250,230,ok,44.9395786,17.064829236688862,95.81856930202107,79.16663801057568,102.08578511297642,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,151
low_y_side__quarter_2__config_09,low_y_side,quarter_2,9,one_factor_sweep,samples_per_possession,250.0,100,1000,250,230,ok,33.554996800000026,19.10515770112781,96.9251749575568,91.74792019045027,112.9992447782736,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,151
low_y_side__quarter_3__config_09,low_y_side,quarter_3,9,one_factor_sweep,samples_per_possession,250.0,100,1000,250,230,ok,36.680707900000016,17.288761729471005,92.46602920615253,82.87399695641736,104.9975545728626,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,151
low_y_side__quarter_4__config_09,low_y_side,quarter_4,9,one_factor_sweep,samples_per_possession,250.0,100,1000,250,230,ok,36.974859299999935,17.668255412412513,74.34172274386944,70.46165709694883,91.09174143736207,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,151
low_y_side__full_game__config_10,low_y_side,full_game,10,individual_profile_like,,,100,10000,150,920,ok,138.2590427,49.511301233775,805.7277909196796,797.6813466726591,856.4272118634334,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,152
low_y_side__quarter_1__config_10,low_y_side,quarter_1,10,individual_profile_like,,,100,10000,150,230,ok,128.27799619999996,53.15236524655568,827.9731982202658,817.7966301521823,874.4019106931875,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,152
low_y_side__quarter_2__config_10,low_y_side,quarter_2,10,individual_profile_like,,,100,10000,150,230,ok,125.77864819999968,46.43039958776104,966.7782857603036,917.813720992664,979.1268092084556,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,152
low_y_side__quarter_3__config_10,low_y_side,quarter_3,10,individual_profile_like,,,100,10000,150,230,ok,121.44259440000042,45.82854848462299,869.6194493382435,850.4633922473405,904.3331651664612,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,152
low_y_side__quarter_4__config_10,low_y_side,quarter_4,10,individual_profile_like,,,100,10000,150,230,ok,115.49502209999991,48.02605453328634,757.4802313590762,708.9693634604971,764.367449650856,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,152
perimeter__full_game__config_00,perimeter,full_game,0,baseline,,,100,1000,200,920,ok,27.160202600000048,13.479544475002438,32.337996507556845,29.54855209930216,40.85624595700216,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,142
perimeter__quarter_1__config_00,perimeter,quarter_1,0,baseline,,,100,1000,200,230,ok,26.95607610000002,15.930210769464477,46.788479034486,29.83542645761631,46.68290847587133,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,142
perimeter__quarter_2__config_00,perimeter,quarter_2,0,baseline,,,100,1000,200,230,ok,22.777709699999832,12.53042831810496,39.85656842791065,30.92772407863205,47.94499045917009,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,142
