run_id,profile,scope,config_id,design,n_bootstraps,possessions_per_bootstrap,samples_per_possession,lambda_qut,map_status,spatial_correlation,standardized_rmse,recovered_dynamic_range,error
perimeter__quarter_3__config_10,perimeter,quarter_3,10,individual_profile_like,100,10000,150,41.50915018506813,ok,0.6840517256785005,0.821585314601705,0.6374187767505646,
perimeter__quarter_4__config_10,perimeter,quarter_4,10,individual_profile_like,100,10000,150,43.91674023110993,ok,0.7916759561236353,0.6534275421102022,0.6349646911025046,
reference__full_game__config_00,reference,full_game,0,baseline,100,1000,200,17.588889891636835,ok,0.7774537979756788,0.7478429691577727,0.1758926510810852,
reference__quarter_1__config_00,reference,quarter_1,0,baseline,100,1000,200,15.885575240431317,ok,0.7686819745416458,0.7486605220647848,0.21837784722447395,
reference__quarter_2__config_00,reference,quarter_2,0,baseline,100,1000,200,15.864944494337148,ok,0.7756129428610845,0.739748594370903,0.23355060070753098,
reference__quarter_3__config_00,reference,quarter_3,0,baseline,100,1000,200,16.74073459673318,ok,0.6549226583816481,0.9322709571488315,0.13905183970928192,
reference__quarter_4__config_00,reference,quarter_4,0,baseline,100,1000,200,15.31688526648063,ok,0.7755866301751302,0.7613009587440666,0.2274479940533638,
reference__full_game__config_01,reference,full_game,1,one_factor_sweep,10,1000,200,16.78435565610578,ok,0.8091695322058141,0.676909726798151,0.1925717033445835,
reference__quarter_1__config_01,reference,quarter_1,1,one_factor_sweep,10,1000,200,16.18139147715355,ok,0.7469217925459811,0.753897196970432,0.2377927303314209,
reference__quarter_2__config_01,reference,quarter_2,1,one_factor_sweep,10,1000,200,15.37099290606765,ok,0.7910200720534,0.7003474627131852,0.23272869363427162,
reference__quarter_3__config_01,reference,quarter_3,1,one_factor_sweep,10,1000,200,15.593021799753128,ok,0.6972435291709234,0.8447740574630223,0.14596796408295631,
reference__quarter_4__config_01,reference,quarter_4,1,one_factor_sweep,10,1000,200,15.70665687526424,ok,0.8617573206012623,0.55463833724422,0.20418590679764728,
reference__full_game__config_02,reference,full_game,2,one_factor_sweep,50,1000,200,15.788400023616814,ok,0.7884821512131904,0.7198583900446998,0.18838844448328018,
reference__quarter_1__config_02,reference,quarter_1,2,one_factor_sweep,50,1000,200,15.024659958761074,ok,0.781338915315308,0.6934951761067101,0.2489621341228485,
reference__quarter_2__config_02,reference,quarter_2,2,one_factor_sweep,50,1000,200,14.40065300510946,ok,0.7544548212246851,0.7773670078083832,0.25572025403380394,
reference__quarter_3__config_02,reference,quarter_3,2,one_factor_sweep,50,1000,200,15.271780292587378,ok,0.7026714859414158,0.8614440738738972,0.14133183285593987,
reference__quarter_4__config_02,reference,quarter_4,2,one_factor_sweep,50,1000,200,17.15579598054342,ok,0.7951414323021648,0.7147835403026938,0.21286531537771225,
reference__full_game__config_03,reference,full_game,3,one_factor_sweep,500,1000,200,17.333078059475717,ok,0.7992855360288189,0.6937285163095861,0.18240052461624146,
reference__quarter_1__config_03,reference,quarter_1,3,one_factor_sweep,500,1000,200,16.32106397239405,ok,0.7400553835321725,0.7677297949948483,0.2658567877486348,
reference__quarter_2__config_03,reference,quarter_2,3,one_factor_sweep,500,1000,200,15.895195820355218,ok,0.8041289583861843,0.6893101587523678,0.21069280430674553,
reference__quarter_3__config_03,reference,quarter_3,3,one_factor_sweep,500,1000,200,17.937586764480994,ok,0.6480068587368909,0.9408247164265549,0.11173304542899132,
reference__quarter_4__config_03,reference,quarter_4,3,one_factor_sweep,500,1000,200,17.400171121904553,ok,0.7486620761621859,0.8171714891763717,0.20311654061078993,
reference__full_game__config_04,reference,full_game,4,one_factor_sweep,100,100,200,5.227054966036525,ok,0.5773502785417616,0.9646733086275422,0.043839795235544446,
reference__quarter_1__config_04,reference,quarter_1,4,one_factor_sweep,100,100,200,5.010819477706285,ok,0.5207688536818542,1.0340199285988512,0.09364205785095692,
reference__quarter_2__config_04,reference,quarter_2,4,one_factor_sweep,100,100,200,4.77685222793689,ok,0.6113738124449881,0.9834169372282582,0.0042210910469293594,
reference__quarter_3__config_04,reference,quarter_3,4,one_factor_sweep,100,100,200,4.887543455263068,ok,0.6754309084528938,0.8973698578067091,0.04426096845418215,
reference__quarter_4__config_04,reference,quarter_4,4,one_factor_sweep,100,100,200,5.282063778263594,ok,0.6480740742345398,0.8747103549261172,0.0942368432879448,
reference__full_game__config_05,reference,full_game,5,one_factor_sweep,100,10000,200,50.42993963104366,ok,0.8074529257330137,0.6859929626451968,0.2841051198542117,
reference__quarter_1__config_05,reference,quarter_1,5,one_factor_sweep,100,10000,200,52.46590729335713,ok,0.6837025793256303,0.8211498271371063,0.4805983453989029,
reference__quarter_2__config_05,reference,quarter_2,5,one_factor_sweep,100,10000,200,51.61404144062252,ok,0.7496297045142876,0.7635720094517772,0.443888895213604,
reference__quarter_3__config_05,reference,quarter_3,5,one_factor_sweep,100,10000,200,55.3432816506722,ok,0.7352896432539454,0.7276150649036338,0.21280389800667746,
reference__quarter_4__config_05,reference,quarter_4,5,one_factor_sweep,100,10000,200,51.53165272409747,ok,0.7858417958390428,0.6800032208075123,0.4088079258799537,
reference__full_game__config_06,reference,full_game,6,one_factor_sweep,100,1000,50,12.62163088612595,ok,0.7846360582870494,0.7217794936317538,0.17184146121144295,
reference__quarter_1__config_06,reference,quarter_1,6,one_factor_sweep,100,1000,50,13.624382822050505,ok,0.740689743478931,0.7612003234352334,0.2752988636493683,
reference__quarter_2__config_06,reference,quarter_2,6,one_factor_sweep,100,1000,50,13.105307019533054,ok,0.7579543042986869,0.7766421488148548,0.23962217941880226,
reference__quarter_3__config_06,reference,quarter_3,6,one_factor_sweep,100,1000,50,14.213974512370855,ok,0.6960876196635192,0.8567515968404824,0.13795439153909683,
reference__quarter_4__config_06,reference,quarter_4,6,one_factor_sweep,100,1000,50,12.646264055454566,ok,0.8019049317728354,0.705811556886025,0.22137036994099507,
reference__full_game__config_07,reference,full_game,7,one_factor_sweep,100,1000,100,14.445216467342128,ok,0.8136417060950825,0.6792140160000593,0.20572225749492645,
reference__quarter_1__config_07,reference,quarter_1,7,one_factor_sweep,100,1000,100,14.772374051862403,ok,0.7763040392303016,0.7335217043670653,0.2500414401292801,
reference__quarter_2__config_07,reference,quarter_2,7,one_factor_sweep,100,1000,100,13.937473979848132,ok,0.7720331419578209,0.7392911364880121,0.2132723443210125,
reference__quarter_3__config_07,reference,quarter_3,7,one_factor_sweep,100,1000,100,15.163887201333193,ok,0.7307491999976882,0.8013896363233247,0.13381250947713852,
reference__quarter_4__config_07,reference,quarter_4,7,one_factor_sweep,100,1000,100,14.185634737654055,ok,0.7977548892194701,0.6971133448466289,0.2072668969631186,
reference__full_game__config_08,reference,full_game,8,one_factor_sweep,100,1000,150,17.4575564237257,ok,0.7535906214395534,0.7776236699867476,0.16944024711847305,
reference__quarter_1__config_08,reference,quarter_1,8,one_factor_sweep,100,1000,150,16.724095709457234,ok,0.7697843430829299,0.7524082234687878,0.22346781939268112,
reference__quarter_2__config_08,reference,quarter_2,8,one_factor_sweep,100,1000,150,16.421132943362604,ok,0.7856922810063859,0.706566616293053,0.224379975348711,
reference__quarter_3__config_08,reference,quarter_3,8,one_factor_sweep,100,1000,150,17.13013051970805,ok,0.6792478925098425,0.8792130297859825,0.11243412271142006,
reference__quarter_4__config_08,reference,quarter_4,8,one_factor_sweep,100,1000,150,16.27879541204225,ok,0.8098799389027069,0.6882808901271196,0.204295033216476,
reference__full_game__config_09,reference,full_game,9,one_factor_sweep,100,1000,250,18.20811176552139,ok,0.8401707524395808,0.6275898868298873,0.1447802223265171,
reference__quarter_1__config_09,reference,quarter_1,9,one_factor_sweep,100,1000,250,17.504145325769336,ok,0.6970196684789025,0.8279230880850806,0.25332459062337875,
reference__quarter_2__config_09,reference,quarter_2,9,one_factor_sweep,100,1000,250,16.059169275176004,ok,0.7693901764241382,0.7402928459983117,0.21006663516163826,
reference__quarter_3__config_09,reference,quarter_3,9,one_factor_sweep,100,1000,250,17.19154769793997,ok,0.7143370256886695,0.7937134573514826,0.14026794955134392,
reference__quarter_4__config_09,reference,quarter_4,9,one_factor_sweep,100,1000,250,17.88832638509352,ok,0.7791023236566091,0.745376667285065,0.2406862795352936,
reference__full_game__config_10,reference,full_game,10,individual_profile_like,100,10000,150,45.701963372564336,ok,0.7439359880857402,0.818916338082637,0.2928890444338322,
reference__quarter_1__config_10,reference,quarter_1,10,individual_profile_like,100,10000,150,49.90011112077611,ok,0.6712809263528954,0.8523096934549328,0.514888346195221,
reference__quarter_2__config_10,reference,quarter_2,10,individual_profile_like,100,10000,150,46.60051690748725,ok,0.7678740899767023,0.737197520892767,0.4096285477280617,
reference__quarter_3__config_10,reference,quarter_3,10,individual_profile_like,100,10000,150,45.97920640488245,ok,0.708423193127525,0.7658560414677268,0.2509876415133476,
reference__quarter_4__config_10,reference,quarter_4,10,individual_profile_like,100,10000,150,48.28630960486761,ok,0.7934622063803027,0.6696693737488792,0.4654798462986935,
